lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.2 18.5695 17.9196 16.9581
0.9481 1 0.9481 10000.8 17.9993 17.345 16.3855
0.9462 1 0.9462 10000.2 17.4556 16.7905 15.833
0.9443 1 0.9443 10000.2 14.5442 13.8117 12.8649
0.9424 1 0.9424 10000.3 14.13 13.3876 12.4428
0.9405 1 0.9405 10000.2 13.7835 13.036 12.0932
0.9386 1 0.9386 10000.2 13.4847 12.7294 11.7887
0.9367 1 0.9367 10000.6 13.2264 12.4578 11.5191
0.9348 1 0.9348 10001 12.9942 12.2161 11.2792
0.9329 1 0.9329 10000.2 12.7698 11.9831 11.0481
0.931 1 0.931 10001.2 12.5611 11.7545 10.8212
0.9291 1 0.9291 10000.6 12.3365 11.5244 10.593
0.9272 1 0.9272 10000.9 12.1249 11.3021 10.3724
0.9253 1 0.9253 10000.7 11.922 11.0867 10.1588
0.9234 1 0.9234 10000.6 11.713 10.876 9.94935
0.9215 1 0.9215 10002.1 11.5172 10.6715 9.74685
0.9196 1 0.9196 10000.5 11.3153 10.4657 9.54316
0.9177 1 0.9177 10000 11.1242 10.2617 9.34123
0.9158 1 0.9158 10001 10.9386 10.0833 9.16337
0.9139 1 0.9139 10001.2 10.7696 9.90895 8.99014
0.912 1 0.912 10001.6 10.6187 9.74853 8.83149
0.9101 1 0.9101 10000.4 10.4665 9.59432 8.67833
0.9082 1 0.9082 10000 10.3205 9.44221 8.52805
0.9063 1 0.9063 10000.1 10.1727 9.29006 8.37778
0.9044 1 0.9044 10000.4 10.0194 9.13258 8.22238
0.9025 1 0.9025 10000.6 9.85916 8.96883 8.06072
0.9006 1 0.9006 10000.2 9.69071 8.79477 7.88876
0.8987 1 0.8987 10001.1 9.53948 8.63624 7.73233
0.8968 1 0.8968 10000.4 9.40627 8.49971 7.59766
0.8949 1 0.8949 10000 9.27386 8.36687 7.46681
0.893 1 0.893 10000.2 9.15634 8.2452 7.34615
0.8911 1 0.8911 10000.1 9.03368 8.12038 7.22293
0.8892 1 0.8892 10002.3 8.91928 7.99783 7.10219
0.8873 1 0.8873 10001.5 8.80566 7.88135 6.98719
0.8854 1 0.8854 10000.3 8.69643 7.77178 6.87906
0.8835 1 0.8835 10000.3 8.59191 7.6654 6.77416
0.8816 1 0.8816 10000.2 8.49304 7.55527 6.66617
0.8797 1 0.8797 10000.7 8.37591 7.43553 6.54858
0.8778 1 0.8778 10000.3 8.27188 7.32865 6.44368
0.8759 1 0.8759 10000.3 8.17238 7.22525 6.34229
0.874 1 0.874 10000.3 8.0727 7.1183 6.2375
0.8721 1 0.8721 10000.7 7.9728 7.01571 6.13708
0.8702 1 0.8702 10000.7 7.88374 6.92224 6.04517
0.8683 1 0.8683 10000.1 7.78515 6.82222 5.94722
0.8664 1 0.8664 10000.2 7.68669 6.71957 5.84675
0.8645 1 0.8645 10000.4 7.60676 6.6291 5.75847
0.8626 1 0.8626 10000.7 7.52211 6.54475 5.6759
0.8607 1 0.8607 10000.8 7.43588 6.45609 5.58944
0.8588 1 0.8588 10000.2 7.35588 6.37697 5.51179
0.8569 1 0.8569 10000 7.2663 6.28692 5.42396
