lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.3 13.7191 12.9109 11.9786
0.9481 1 0.9481 10000.2 13.3966 12.5789 11.6486
0.9462 1 0.9462 10000.2 13.1092 12.2839 11.3556
0.9443 1 0.9443 10000.2 12.8388 12.004 11.0777
0.9424 1 0.9424 10000.8 12.5725 11.7357 10.8105
0.9405 1 0.9405 10000.8 12.3093 11.4697 10.5465
0.9386 1 0.9386 10000.2 12.0692 11.2278 10.3058
0.9367 1 0.9367 10000 11.854 11.01 10.0892
0.9348 1 0.9348 10000.3 11.6441 10.794 9.87457
0.9329 1 0.9329 10000.8 11.4285 10.5808 9.66249
0.931 1 0.931 10001 11.2169 10.3661 9.44951
0.9291 1 0.9291 10000 11.0082 10.1512 9.23661
0.9272 1 0.9272 10001.4 10.7816 9.92938 9.01678
0.9253 1 0.9253 10000.5 10.569 9.70717 8.79653
0.9234 1 0.9234 10001.3 10.3695 9.50181 8.59302
0.9215 1 0.9215 10000.2 10.1735 9.30424 8.39751
0.9196 1 0.9196 10000.3 10.0038 9.12742 8.22275
0.9177 1 0.9177 10000.6 9.8465 8.9705 8.0676
0.9158 1 0.9158 10000.9 9.69666 8.81298 7.91215
0.9139 1 0.9139 10000.4 9.55034 8.66454 7.76548
0.912 1 0.912 10000.3 9.41983 8.53174 7.63442
0.9101 1 0.9101 10000 9.29022 8.39516 7.4999
0.9082 1 0.9082 10001.2 9.1579 8.26029 7.36711
0.9063 1 0.9063 10000 9.02867 8.12322 7.23213
0.9044 1 0.9044 10001.6 8.91251 7.99772 7.10871
0.9025 1 0.9025 10001.4 8.79751 7.88063 6.99293
0.9006 1 0.9006 10001.9 8.66936 7.75114 6.8655
0.8987 1 0.8987 10000.6 8.53364 7.61232 6.72878
0.8968 1 0.8968 10000.3 8.39687 7.4773 6.59585
0.8949 1 0.8949 10000.4 8.26179 7.33281 6.45346
0.893 1 0.893 10001 8.13025 7.20263 6.32537
0.8911 1 0.8911 10000 8.00544 7.07993 6.2048
0.8892 1 0.8892 10000.9 7.87811 6.94907 6.07605
0.8873 1 0.8873 10001.1 7.75136 6.8199 5.94901
0.8854 1 0.8854 10002 7.64398 6.70699 5.83823
0.8835 1 0.8835 10000.5 7.54944 6.61378 5.74623
0.8816 1 0.8816 10001.3 7.45988 6.52055 5.65457
0.8797 1 0.8797 10000.3 7.3715 6.43093 5.56585
0.8778 1 0.8778 10000.3 7.28437 6.3376 5.47467
0.8759 1 0.8759 10000.2 7.19868 6.25229 5.39044
0.874 1 0.874 10000.8 7.10592 6.16151 5.30181
0.8721 1 0.8721 10000.3 7.0232 6.07208 5.21456
0.8702 1 0.8702 10001.2 8.21238 7.17469 6.29839
0.8683 1 0.8683 10000.2 8.1142 7.07466 6.20038
0.8664 1 0.8664 10000.7 8.0294 6.98133 6.10863
0.8645 1 0.8645 10004.9 7.93856 6.88573 6.01484
0.8626 1 0.8626 10000 7.84462 6.79734 5.92785
0.8607 1 0.8607 10000.2 7.74284 6.6955 5.828
0.8588 1 0.8588 10000.7 7.63544 6.58805 5.72275
0.8569 1 0.8569 10001.2 7.54926 6.49836 5.63465
0.855 1 0.855 10000.2 7.46556 6.41575 5.55316
0.8531 1 0.8531 10000.1 7.3868 6.33363 5.47233
0.8512 1 0.8512 10000.3 7.31073 6.25145 5.39227
0.8493 1 0.8493 10000.1 7.23254 6.17036 5.31338
0.8474 1 0.8474 10000.2 7.16037 6.09549 5.23989
0.8455 1 0.8455 10000.9 7.07458 6.00971 5.15629
0.8436 1 0.8436 10000.3 6.98527 5.92232 5.07113
0.8417 1 0.8417 10000.5 6.87814 5.81702 4.96806
0.8398 1 0.8398 10002 6.76707 5.71225 4.86549
0.8379 1 0.8379 10000.9 6.65554 5.60309 4.7586
0.836 1 0.836 10000.1 6.56645 5.5075 4.66528
0.8341 1 0.8341 10001.1 6.49325 5.42791 4.58794
0.8322 1 0.8322 10000.4 6.4232 5.35479 4.5171
0.8303 1 0.8303 10000.2 6.35992 5.29127 4.45552
0.8284 1 0.8284 10000.1 6.29122 5.22301 4.3895
0.8265 1 0.8265 10001.2 6.22902 5.16023 4.32837
0.8246 1 0.8246 10004.3 6.16535 5.09762 4.26736
0.8227 1 0.8227 10000.1 6.08959 5.02303 4.19514
0.8208 1 0.8208 10000.5 6.01708 4.94935 4.12375
0.8189 1 0.8189 10000.9 5.94186 4.87609 4.05279
0.817 1 0.817 10000 5.88123 4.8121 3.99082
0.8151 1 0.8151 10001.3 5.82214 4.75433 3.93475
0.8132 1 0.8132 10000.1 5.75836 4.69502 3.87728
0.8113 1 0.8113 10000.1 5.69035 4.62271 3.80729
0.8094 1 0.8094 10000.2 5.62218 4.55505 3.74197
0.8075 1 0.8075 10000.9 5.55811 4.49557 3.68483
0.8056 1 0.8056 10000.5 5.50852 4.44515 3.63602
0.8037 1 0.8037 10000.2 5.45022 4.39241 3.58494
0.8018 1 0.8018 10002.7 5.39655 4.3383 3.533
0.7999 1 0.7999 10000.5 5.34665 4.29101 3.48703
0.798 1 0.798 10000.2 5.29599 4.24151 3.43922
0.7961 1 0.7961 10000.1 5.24725 4.1963 3.39535
0.7942 1 0.7942 10000 5.20185 4.14742 3.34858
0.7923 1 0.7923 10000.4 5.15326 4.10343 3.30637
0.7904 1 0.7904 10000.8 5.10379 4.05259 3.25751
0.7885 1 0.7885 10000 5.0633 4.00841 3.21497
0.7866 1 0.7866 10000.1 5.02095 3.96522 3.17359
0.7847 1 0.7847 10000.3 4.97409 3.91754 3.12829
0.7828 1 0.7828 10000.5 4.93676 3.87589 3.08841
0.7809 1 0.7809 10000.5 4.9037 3.84039 3.05465
0.779 1 0.779 10001.5 4.86967 3.80264 3.01919
0.7771 1 0.7771 10000.1 4.83877 3.77046 2.98804
0.7752 1 0.7752 10000.1 4.80448 3.73497 2.95457
0.7733 1 0.7733 10000.3 4.7704 3.6983 2.91973
0.7714 1 0.7714 10000.3 4.73804 3.66404 2.88711
0.7695 1 0.7695 10001.4 4.70623 3.63083 2.85559
0.7676 1 0.7676 10001.6 4.67458 3.59699 2.8237
0.7657 1 0.7657 10001 4.64444 3.56702 2.79485
0.7638 1 0.7638 10000.7 4.61293 3.53558 2.76487
0.7619 1 0.7619 10001 4.58115 3.50135 2.73252
0.76 1 0.76 10003.7 4.54977 3.47156 2.70395
0.7581 1 0.7581 10000.7 4.52098 3.44359 2.67704
0.7562 1 0.7562 10000.1 4.48897 3.4088 2.64432
0.7543 1 0.7543 10001 4.45561 3.37558 2.61312
0.7524 1 0.7524 10000.2 4.40525 3.33062 2.57068
0.7505 1 0.7505 10001.8 4.35557 3.28412 2.52667
0.7486 1 0.7486 10004.9 4.32546 3.24855 2.49322
0.7467 1 0.7467 10001 4.2956 3.2201 2.46638
0.7448 1 0.7448 10002.7 4.25083 3.18205 2.43058
0.7429 1 0.7429 10000.1 4.21944 3.14179 2.39268
0.741 1 0.741 10000.8 4.19466 3.11661 2.36872
0.7391 1 0.7391 10000.7 4.171 3.08967 2.34402
0.7372 1 0.7372 10001.1 4.14533 3.06513 2.32099
0.7353 1 0.7353 10001.2 4.11812 3.038 2.29572
0.7334 1 0.7334 10000.3 4.0904 3.00841 2.26844
0.7315 1 0.7315 10004.4 4.06368 2.97859 2.24057
0.7296 1 0.7296 10001.8 4.04205 2.95703 2.21967
0.7277 1 0.7277 10000.7 4.01514 2.92863 2.1933
0.7258 1 0.7258 10000.6 3.98956 2.90067 2.16734
0.7239 1 0.7239 10001.3 3.96634 2.87545 2.14425
0.722 1 0.722 10000.4 3.93928 2.84562 2.11659
0.7201 1 0.7201 10000.9 3.90531 2.81105 2.08463
0.7182 1 0.7182 10000.6 3.88258 2.78751 2.06295
0.7163 1 0.7163 10000.3 3.85361 2.75828 2.03619
0.7144 1 0.7144 10000.3 3.83057 2.73426 2.01424
0.7125 1 0.7125 10000 3.80193 2.70734 1.98955
0.7106 1 0.7106 10000.9 3.78015 2.68424 1.96809
0.7087 1 0.7087 10000.8 3.74818 2.65199 1.93847
0.7068 1 0.7068 10000.5 3.72506 2.62922 1.91761
0.7049 1 0.7049 10000.1 3.7029 2.60685 1.89715
0.703 1 0.703 10000.5 3.68216 2.58481 1.87657
0.7011 1 0.7011 10000.7 3.65867 2.5641 1.85699
0.6992 1 0.6992 10000.5 3.63355 2.53844 1.83375
0.6973 1 0.6973 10000.3 3.61421 2.51839 1.8155
0.6954 1 0.6954 10000.5 3.59108 2.49532 1.7947
0.6935 1 0.6935 10000.6 3.56424 2.47059 1.77251
0.6916 1 0.6916 10000.3 3.53117 2.4459 1.74954
