lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000 32.1951 30.5589 29.5886
0.9481 1 0.9481 10000.1 30.7853 29.173 28.2045
0.9462 1 0.9462 10000.3 29.4475 27.8493 26.8827
0.9443 1 0.9443 10000.2 28.1464 26.5823 25.6177
0.9424 1 0.9424 10000.6 26.8701 25.3434 24.3807
0.9405 1 0.9405 10000.6 26.0688 24.5399 23.5792
0.9386 1 0.9386 10000 25.3428 23.794 22.8352
0.9367 1 0.9367 10002.2 24.6223 23.0669 22.1101
0.9348 1 0.9348 10000.7 23.9061 22.3519 21.3972
0.9329 1 0.9329 10000.9 23.2073 21.6533 20.7006
0.931 1 0.931 10000.1 22.5471 20.9868 20.0361
0.9291 1 0.9291 10000.7 21.8729 20.3285 19.3798
0.9272 1 0.9272 10000.3 21.2046 19.6734 18.7267
0.9253 1 0.9253 10000.6 20.5513 19.0334 18.0887
0.9234 1 0.9234 10000.5 19.9114 18.4039 17.4613
0.9215 1 0.9215 10000.3 19.3166 17.8043 16.8637
0.9196 1 0.9196 10000.9 18.7351 17.228 16.2895
0.9177 1 0.9177 10000.8 18.1754 16.6719 15.7354
0.9158 1 0.9158 10000.8 17.6495 16.1665 15.2316
0.9139 1 0.9139 10001 17.1347 15.6678 14.7346
0.912 1 0.912 10000 16.6497 15.1861 14.255
0.9101 1 0.9101 10000.3 16.1583 14.7065 13.7774
0.9082 1 0.9082 10000.1 15.6639 14.2282 13.3012
0.9063 1 0.9063 10000.9 15.2093 13.7855 12.8606
0.9044 1 0.9044 10000.7 14.8204 13.3976 12.4748
0.9025 1 0.9025 10000.2 14.4827 13.0658 12.145
0.9006 1 0.9006 10000.1 14.1681 12.7497 11.8311
0.8987 1 0.8987 10000.2 13.8519 12.4416 11.5244
0.8968 1 0.8968 10000.3 13.5357 12.1308 11.2155
0.8949 1 0.8949 10000 13.2261 11.8215 10.9078
0.893 1 0.893 10000 12.921 11.5227 10.6111
0.8911 1 0.8911 10000.7 12.6216 11.232 10.3225
0.8892 1 0.8892 10000.1 12.3181 10.9394 10.0319
0.8873 1 0.8873 10001.8 12.007 10.6472 9.74189
0.8854 1 0.8854 10000.2 11.6979 10.3512 9.44797
0.8835 1 0.8835 10000.9 11.3756 10.0545 9.15342
0.8816 1 0.8816 10000.8 11.0611 9.7598 8.86086
0.8797 1 0.8797 10000.2 10.7441 9.46177 8.56498
0.8778 1 0.8778 10000.1 10.4484 9.16608 8.27145
