lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.1 18.3381 17.4192 16.461
0.9481 1 0.9481 10000.3 17.4751 16.5743 15.6181
0.9462 1 0.9462 10000.2 16.6384 15.7549 14.8006
0.9443 1 0.9443 10000.8 15.8312 14.9587 14.0064
0.9424 1 0.9424 10000.1 15.0941 14.2301 13.2798
0.9405 1 0.9405 10000.2 14.5298 13.6674 12.7191
0.9386 1 0.9386 10000.9 14.0884 13.2187 12.2724
0.9367 1 0.9367 10001.5 13.6597 12.7904 11.8461
0.9348 1 0.9348 10000.5 13.244 12.3719 11.4294
0.9329 1 0.9329 10000 12.8537 11.9737 11.0332
0.931 1 0.931 10000.2 12.4638 11.5851 10.6466
0.9291 1 0.9291 10000.4 12.1165 11.2406 10.3041
0.9272 1 0.9272 10000.3 11.7784 10.9033 9.96883
0.9253 1 0.9253 10000.7 11.4564 10.582 9.64955
0.9234 1 0.9234 10000.2 11.1712 10.2947 9.3643
0.9215 1 0.9215 10000.6 10.8955 10.0156 9.08719
0.9196 1 0.9196 10000.2 10.6343 9.75614 8.82981
0.9177 1 0.9177 10000.4 10.383 9.50353 8.57925
0.9158 1 0.9158 10000.8 10.1619 9.28271 8.3605
0.9139 1 0.9139 10000.1 9.93998 9.0672 8.14681
0.912 1 0.912 10000 9.73374 8.86166 7.94318
0.9101 1 0.9101 10000.7 9.52781 8.65844 7.74203
0.9082 1 0.9082 10000.1 9.33112 8.46 7.54551
0.9063 1 0.9063 10001 9.13237 8.26259 7.35014
0.9044 1 0.9044 10001.3 8.94745 8.07853 7.16782
0.9025 1 0.9025 10000 8.76242 7.89551 6.98657
0.9006 1 0.9006 10000.3 8.57784 7.71696 6.80952
0.8987 1 0.8987 10000 8.42654 7.56535 6.65948
0.8968 1 0.8968 10000.2 8.29459 7.43185 6.52765
0.8949 1 0.8949 10000.2 8.16158 7.30043 6.39775
0.893 1 0.893 10000.2 8.04468 7.17953 6.27839
0.8911 1 0.8911 10000.5 7.93557 7.07048 6.17079
0.8892 1 0.8892 10000.1 7.82372 6.95392 6.05636
0.8873 1 0.8873 10000.3 7.72509 6.85549 5.95917
0.8854 1 0.8854 10000.9 7.62883 6.75748 5.86274
0.8835 1 0.8835 10000.3 7.52493 6.65543 5.76283
0.8816 1 0.8816 10000 7.42143 6.54389 5.65343
0.8797 1 0.8797 10000 7.3373 6.45228 5.56397
0.8778 1 0.8778 10001.1 7.25619 6.37278 5.48573
0.8759 1 0.8759 10000.9 7.1796 6.29335 5.40846
0.874 1 0.874 10000.5 7.10741 6.21898 5.33563
0.8721 1 0.8721 10000.5 7.03472 6.14224 5.26059
0.8702 1 0.8702 10000.4 6.96002 6.06072 5.18125
0.8683 1 0.8683 10001.5 6.89072 5.98576 5.10824
0.8664 1 0.8664 10000.1 6.81924 5.91051 5.03483
0.8645 1 0.8645 10000.1 6.74725 5.83578 4.962
0.8626 1 0.8626 10000.1 6.68108 5.76703 4.8944
0.8607 1 0.8607 10000.1 6.60897 5.69378 4.82257
0.8588 1 0.8588 10001.7 6.54053 5.62391 4.7545
0.8569 1 0.8569 10000.3 6.4756 5.55746 4.6893
0.855 1 0.855 10000.6 6.40903 5.48851 4.62222
0.8531 1 0.8531 10000.2 6.34536 5.41967 4.55519
0.8512 1 0.8512 10000.6 6.28337 5.35561 4.49246
0.8493 1 0.8493 10000 6.2197 5.29011 4.42912
0.8474 1 0.8474 10000.2 6.15824 5.22663 4.36782
0.8455 1 0.8455 10000.5 6.10057 5.16517 4.308
0.8436 1 0.8436 10000 6.04638 5.10799 4.25297
0.8417 1 0.8417 10000.1 5.9948 5.0554 4.20134
0.8398 1 0.8398 10000.2 5.94611 5.00531 4.15247
0.8379 1 0.8379 10000.1 5.8924 4.95068 4.09937
0.836 1 0.836 10000.1 5.83628 4.8932 4.04416
0.8341 1 0.8341 10000.5 5.78817 4.84367 3.99618
0.8322 1 0.8322 10000.3 5.73541 4.78947 3.94408
0.8303 1 0.8303 10001.4 5.6843 4.73844 3.89496
0.8284 1 0.8284 10006 5.63879 4.69036 3.84851
0.8265 1 0.8265 10001.2 5.59568 4.64685 3.80618
0.8246 1 0.8246 10000.9 5.55149 4.60133 3.76193
0.8227 1 0.8227 10000.2 5.5075 4.55505 3.71756
0.8208 1 0.8208 10000.5 5.46005 4.50499 3.66969
0.8189 1 0.8189 10000.1 5.40921 4.45014 3.61697
0.817 1 0.817 10000.7 5.36539 4.40092 3.56991
0.8151 1 0.8151 10000.1 5.32232 4.35432 3.52531
0.8132 1 0.8132 10000.2 5.28233 4.30751 3.48083
0.8113 1 0.8113 10001 5.24389 4.26437 3.43949
0.8094 1 0.8094 10001.6 5.20477 4.22343 3.40012
0.8075 1 0.8075 10001.4 5.16135 4.17899 3.35759
0.8056 1 0.8056 10001.6 5.10789 4.12638 3.30732
0.8037 1 0.8037 10000.8 5.06638 4.08295 3.26563
0.8018 1 0.8018 10002 5.02113 4.03818 3.22319
0.7999 1 0.7999 10000.2 4.97975 3.99423 3.18144
0.798 1 0.798 10000.7 4.93203 3.94357 3.13315
0.7961 1 0.7961 10000.7 4.89419 3.90285 3.09436
0.7942 1 0.7942 10000.4 4.85514 3.86066 3.05432
0.7923 1 0.7923 10000.7 4.8219 3.82611 3.02105
0.7904 1 0.7904 10000.5 4.78634 3.79054 2.98727
0.7885 1 0.7885 10000.6 4.7178 3.73196 2.93107
0.7866 1 0.7866 10000.4 4.65497 3.67251 2.87401
0.7847 1 0.7847 10000.5 4.59384 3.61526 2.81916
0.7828 1 0.7828 10000.7 4.54269 3.56553 2.77184
0.7809 1 0.7809 10000.9 4.50384 3.52183 2.73057
0.779 1 0.779 10000.4 3.70157 2.84203 2.08116
0.7771 1 0.7771 10001.7 3.67492 2.81415 2.05562
0.7752 1 0.7752 10000.5 3.65465 2.79313 2.03603
0.7733 1 0.7733 10001.2 3.63479 2.76878 2.01337
0.7714 1 0.7714 10000.7 3.61275 2.7444 1.99093
0.7695 1 0.7695 10000.5 3.59109 2.72205 1.97073
0.7676 1 0.7676 10000.1 3.57222 2.70314 1.95299
0.7657 1 0.7657 10000.6 3.5501 2.68012 1.93225
0.7638 1 0.7638 10000.3 3.53232 2.65844 1.91271
0.7619 1 0.7619 10003.5 3.50933 2.63569 1.89178
0.76 1 0.76 10000 3.49005 2.61543 1.87298
0.7581 1 0.7581 10000.2 3.46721 2.59099 1.85086
0.7562 1 0.7562 10000.1 3.44858 2.57249 1.83376
0.7543 1 0.7543 10000 3.40193 2.53545 1.79921
0.7524 1 0.7524 10000.2 3.36278 2.4953 1.76157
0.7505 1 0.7505 10001 3.31553 2.45141 1.72017
0.7486 1 0.7486 10001.4 3.29371 2.42513 1.69632
