lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.4 24.2848 22.974 22.0192
0.9481 1 0.9481 10000 23.6013 22.2823 21.3288
0.9462 1 0.9462 10000.1 22.9137 21.5858 20.6343
0.9443 1 0.9443 10001.1 22.3184 20.9789 20.0295
0.9424 1 0.9424 10000.6 21.8025 20.4532 19.5058
0.9405 1 0.9405 10000.5 21.2887 19.9353 18.9899
0.9386 1 0.9386 10000.8 20.7839 19.4299 18.4862
0.9367 1 0.9367 10000.5 20.3034 18.9423 18.0002
0.9348 1 0.9348 10000.5 28.9062 27.1499 26.1939
0.9329 1 0.9329 10000.3 27.3471 25.6535 24.6994
0.931 1 0.931 10001.2 25.8402 24.2126 23.2603
0.9291 1 0.9291 10000 24.4485 22.8495 21.8993
0.9272 1 0.9272 10000.8 23.2906 21.7253 20.7771
0.9253 1 0.9253 10000.7 22.34 20.7905 19.8443
0.9234 1 0.9234 10000.2 21.4696 19.9345 18.9904
0.9215 1 0.9215 10000.2 20.7454 19.2085 18.2664
0.9196 1 0.9196 10000.1 20.1736 18.6216 17.6815
0.9177 1 0.9177 10000.5 19.6385 18.0897 17.1517
0.9158 1 0.9158 10000.6 19.1532 17.6119 16.6759
0.9139 1 0.9139 10000.7 18.6972 17.1582 16.2243
0.912 1 0.912 10000.4 18.25 16.7181 15.7863
0.9101 1 0.9101 10000.9 17.8323 16.3052 15.3749
0.9082 1 0.9082 10001.1 17.4057 15.8924 14.9641
0.9063 1 0.9063 10000 16.9768 15.4679 14.5417
0.9044 1 0.9044 10000.4 16.5608 15.047 14.1229
0.9025 1 0.9025 10000.1 16.1144 14.6278 13.7058
0.9006 1 0.9006 10000.3 15.6664 14.1922 13.2723
0.8987 1 0.8987 10000 15.2451 13.7562 12.8384
0.8968 1 0.8968 10000.3 14.857 13.3654 12.4496
0.8949 1 0.8949 10001.3 14.475 12.9957 12.0815
0.893 1 0.893 10000.1 14.1023 12.627 11.7148
0.8911 1 0.8911 10000.7 13.7177 12.2542 11.3441
0.8892 1 0.8892 10001.5 13.309 11.8721 10.9641
0.8873 1 0.8873 10000.2 12.9164 11.486 10.5801
0.8854 1 0.8854 10000.9 12.5444 11.1336 10.2299
0.8835 1 0.8835 10000 12.1652 10.7838 9.88226
0.8816 1 0.8816 10000.1 11.788 10.4192 9.51981
0.8797 1 0.8797 10000.5 11.4357 10.0815 9.18422
0.8778 1 0.8778 10001.4 11.0875 9.75556 8.86039
0.8759 1 0.8759 10000.1 10.7525 9.442 8.5482
0.874 1 0.874 10000.6 10.5719 9.25873 8.36707
0.8721 1 0.8721 10001.3 10.3871 9.0806 8.19109
0.8702 1 0.8702 10000.1 10.1961 8.8959 8.00858
0.8683 1 0.8683 10000.2 10.0283 8.73076 7.84561
0.8664 1 0.8664 10000.9 9.87566 8.57951 7.69654
0.8645 1 0.8645 10000.5 9.73048 8.43406 7.55318
0.8626 1 0.8626 10000.4 9.59442 8.29198 7.41293
0.8607 1 0.8607 10000.1 9.45839 8.15303 7.27578
0.8588 1 0.8588 10000.3 9.32188 8.01841 7.14274
0.8569 1 0.8569 10000.5 9.18735 7.88494 7.01085
0.855 1 0.855 10000.3 9.05467 7.75417 6.88209
0.8531 1 0.8531 10000.8 8.95561 7.64688 6.77648
0.8512 1 0.8512 10000.3 8.84695 7.53964 6.67085
0.8493 1 0.8493 10000.8 8.74428 7.43152 6.56495
0.8474 1 0.8474 10000.5 8.64097 7.32598 6.46165
0.8455 1 0.8455 10003.1 8.54406 7.22774 6.3649
0.8436 1 0.8436 10000.6 8.44904 7.13649 6.27428
0.8417 1 0.8417 10000.2 8.35625 7.04312 6.18243
0.8398 1 0.8398 10000.9 8.25543 6.9423 6.08386
0.8379 1 0.8379 10000.8 8.16035 6.84657 5.98977
0.836 1 0.836 10001.3 8.07612 6.75886 5.90371
0.8341 1 0.8341 10001 7.99021 6.67074 5.81737
0.8322 1 0.8322 10000.3 7.89623 6.58098 5.72989
0.8303 1 0.8303 10002 7.81361 6.49804 5.64908
0.8284 1 0.8284 10000.8 7.73268 6.42147 5.57362
0.8265 1 0.8265 10000.4 7.65082 6.33938 5.49355
0.8246 1 0.8246 10000.4 7.5738 6.25972 5.41591
0.8227 1 0.8227 10000.1 7.4941 6.18483 5.34226
0.8208 1 0.8208 10000.1 7.41677 6.11137 5.26955
0.8189 1 0.8189 10000.2 7.3387 6.03783 5.19745
0.817 1 0.817 10000.8 7.26076 5.95921 5.12114
0.8151 1 0.8151 10000.9 7.17388 5.87876 5.04301
0.8132 1 0.8132 10001.6 7.09055 5.80281 4.96838
0.8113 1 0.8113 10000 7.00521 5.71631 4.88423
0.8094 1 0.8094 10000.2 6.91984 5.63112 4.80136
0.8075 1 0.8075 10000.3 6.82554 5.54766 4.72024
0.8056 1 0.8056 10000.5 6.74495 5.46389 4.63881
0.8037 1 0.8037 10000.1 6.67282 5.39223 4.56913
0.8018 1 0.8018 10000.1 6.59631 5.31705 4.49631
0.7999 1 0.7999 10000.1 6.52387 5.24241 4.42399
0.798 1 0.798 10000.3 6.46005 5.17692 4.36071
0.7961 1 0.7961 10001.1 6.4005 5.11662 4.30178
0.7942 1 0.7942 10001.7 6.34015 5.05796 4.24441
0.7923 1 0.7923 10000.6 6.27613 4.99934 4.18676
0.7904 1 0.7904 10001 6.20257 4.92856 4.11836
0.7885 1 0.7885 10000.7 6.14484 4.86635 4.05839
0.7866 1 0.7866 10000.3 6.07484 4.80533 3.99929
0.7847 1 0.7847 10001.6 5.99706 4.72892 3.92527
0.7828 1 0.7828 10001.3 5.93521 4.66446 3.86308
0.7809 1 0.7809 10000.3 5.87586 4.60664 3.80723
0.779 1 0.779 10001.7 5.80115 4.53663 3.73962
0.7771 1 0.7771 10000.3 5.74372 4.48058 3.68538
0.7752 1 0.7752 10000.2 5.68898 4.42402 3.63097
0.7733 1 0.7733 10000.9 5.63268 4.36744 3.57681
0.7714 1 0.7714 10000.3 5.56878 4.30755 3.51932
0.7695 1 0.7695 10000 5.49185 4.23799 3.45221
0.7676 1 0.7676 10000.2 5.43615 4.17977 3.39646
0.7657 1 0.7657 10000.4 5.39201 4.1378 3.35594
0.7638 1 0.7638 10000.1 5.34681 4.09349 3.31333
0.7619 1 0.7619 10001.3 5.30392 4.05218 3.27312
0.76 1 0.76 10000.7 5.25767 4.01207 3.23396
0.7581 1 0.7581 10000.8 5.21666 3.97196 3.19487
0.7562 1 0.7562 10000.5 5.16343 3.92515 3.1501
0.7543 1 0.7543 10001.6 5.10843 3.8675 3.09493
0.7524 1 0.7524 10000.6 5.06741 3.8277 3.05678
0.7505 1 0.7505 10001 5.02616 3.78984 3.02056
0.7486 1 0.7486 10001.8 4.98782 3.75278 2.98468
0.7467 1 0.7467 10001 4.94622 3.71405 2.94748
0.7448 1 0.7448 10000.1 4.90241 3.66843 2.90431
0.7429 1 0.7429 10001.5 4.86545 3.63101 2.86869
0.741 1 0.741 10000 4.82799 3.59298 2.83291
0.7391 1 0.7391 10000.2 4.78444 3.55235 2.794
0.7372 1 0.7372 10000.7 4.74224 3.51318 2.7568
0.7353 1 0.7353 10001.1 4.70399 3.47728 2.72264
0.7334 1 0.7334 10001.6 4.66118 3.43753 2.68484
0.7315 1 0.7315 10000.4 4.59458 3.38316 2.63309
0.7296 1 0.7296 10000.1 4.55161 3.33772 2.59012
0.7277 1 0.7277 10000.1 4.51243 3.30171 2.55615
0.7258 1 0.7258 10003 4.47407 3.26284 2.51973
0.7239 1 0.7239 10005 4.43939 3.22804 2.48613
0.722 1 0.722 10000 4.40015 3.19589 2.45497
0.7201 1 0.7201 10002.4 4.3619 3.15987 2.42106
0.7182 1 0.7182 10000.8 4.32977 3.12974 2.39216
0.7163 1 0.7163 10001.8 4.30036 3.1 2.36417
0.7144 1 0.7144 10000.7 4.26926 3.07023 2.33574
0.7125 1 0.7125 10001.1 4.24412 3.04132 2.30852
0.7106 1 0.7106 10001 4.20883 3.00744 2.27711
0.7087 1 0.7087 10001.1 4.18092 2.97801 2.24968
0.7068 1 0.7068 10000.2 4.15116 2.95183 2.22466
0.7049 1 0.7049 10001.4 4.12107 2.92474 2.19893
0.703 1 0.703 10000.4 4.09619 2.89959 2.17507
