lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.6 16.7817 15.8528 14.9171
0.9481 1 0.9481 10002.8 16.4053 15.4674 14.5333
0.9462 1 0.9462 10006.2 16.0158 15.0822 14.1491
0.9443 1 0.9443 10000.1 15.6608 14.7217 13.7898
0.9424 1 0.9424 10000.1 15.3137 14.3637 13.4337
0.9405 1 0.9405 10000.1 14.9504 14.0018 13.0737
0.9386 1 0.9386 10000.2 14.5965 13.6457 12.7197
0.9367 1 0.9367 10000.1 14.24 13.2986 12.3745
0.9348 1 0.9348 10000.1 13.8958 12.956 12.0339
0.9329 1 0.9329 10000.1 13.5783 12.632 11.7119
0.931 1 0.931 10000 13.281 12.3232 11.4051
0.9291 1 0.9291 10000.2 13.0008 12.0396 11.1235
0.9272 1 0.9272 10001.6 12.7267 11.7571 10.8429
0.9253 1 0.9253 10000.7 12.4525 11.4878 10.5756
0.9234 1 0.9234 10000.1 12.1625 11.2034 10.2933
0.9215 1 0.9215 10000.2 11.8831 10.9226 10.0145
0.9196 1 0.9196 10001.2 11.6117 10.6472 9.74122
0.9177 1 0.9177 10000 11.334 10.3711 9.46714
0.9158 1 0.9158 10000.2 11.0479 10.0891 9.18716
0.9139 1 0.9139 10000.2 10.776 9.8136 8.91378
0.912 1 0.912 10000 10.5407 9.57397 8.67622
0.9101 1 0.9101 10000.2 10.3173 9.35964 8.46331
0.9082 1 0.9082 10002 10.1057 9.14886 8.25403
0.9063 1 0.9063 10000.1 9.91027 8.95685 8.06328
0.9044 1 0.9044 10000.8 9.70164 8.75631 7.86482
0.9025 1 0.9025 10000.3 9.52346 8.57145 7.68207
0.9006 1 0.9006 10000.1 9.37091 8.416 7.52872
0.8987 1 0.8987 10001.2 9.23758 8.27984 7.39441
0.8968 1 0.8968 10000 9.10227 8.14206 7.25875
0.8949 1 0.8949 10003 8.96752 8.00921 7.12759
0.893 1 0.893 10000.7 8.84266 7.88098 7.00057
0.8911 1 0.8911 10001 8.71827 7.75065 6.87175
