lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10001.1 28.5547 27.4107 26.4471
0.9481 1 0.9481 10001.9 27.651 26.4633 25.5013
0.9462 1 0.9462 10000.5 26.8041 25.5834 24.6229
0.9443 1 0.9443 10000.2 26.0115 24.7723 23.8135
0.9424 1 0.9424 10000.2 25.2367 23.9798 23.0226
0.9405 1 0.9405 10000.5 24.4649 23.2013 22.2457
0.9386 1 0.9386 10000.5 23.7066 22.4392 21.4852
0.9367 1 0.9367 10000.6 22.9878 21.7128 20.7605
0.9348 1 0.9348 10000 22.2972 21.0156 20.0649
0.9329 1 0.9329 10000.1 21.6207 20.3355 19.3865
0.931 1 0.931 10000.1 20.975 19.6996 18.7523
0.9291 1 0.9291 10000.2 20.3333 19.0612 18.1154
0.9272 1 0.9272 10000.2 19.722 18.4498 17.5058
0.9253 1 0.9253 10000.6 19.218 17.9427 17.0004
0.9234 1 0.9234 10000 18.7415 17.4672 16.5266
0.9215 1 0.9215 10000 18.2841 17.0001 16.0615
0.9196 1 0.9196 10000.3 17.8542 16.5575 15.621
0.9177 1 0.9177 10000.4 17.4202 16.1198 15.185
0.9158 1 0.9158 10000 16.9815 15.6943 14.7608
0.9139 1 0.9139 10000.4 16.5473 15.2679 14.3362
0.912 1 0.912 10000.5 16.1186 14.8494 13.9195
0.9101 1 0.9101 10000 15.7049 14.4364 13.5083
0.9082 1 0.9082 10000.5 15.2882 14.0191 13.0928
0.9063 1 0.9063 10000 14.8697 13.607 12.6825
0.9044 1 0.9044 10000 14.4657 13.2074 12.2847
0.9025 1 0.9025 10000.9 14.084 12.8401 11.9193
0.9006 1 0.9006 10000.2 13.7133 12.4817 11.5628
0.8987 1 0.8987 10000.2 13.3501 12.128 11.2109
0.8968 1 0.8968 10000.2 13.0187 11.8094 10.8942
0.8949 1 0.8949 10000 12.7416 11.536 10.623
0.893 1 0.893 10000.3 12.4625 11.2607 10.3497
0.8911 1 0.8911 10000.1 12.1789 10.9822 10.0733
0.8892 1 0.8892 10000 11.8979 10.7034 9.79666
0.8873 1 0.8873 10001.2 11.6217 10.4361 9.53151
0.8854 1 0.8854 10001.2 11.3585 10.1767 9.27423
0.8835 1 0.8835 10001.2 11.1162 9.93126 9.0309
0.8816 1 0.8816 10000.1 10.8869 9.71372 8.81481
0.8797 1 0.8797 10000.9 9.38756 8.26567 7.38217
0.8778 1 0.8778 10000.2 9.22311 8.10521 7.22362
0.8759 1 0.8759 10001.7 9.06304 7.94924 7.0693
0.874 1 0.874 10002.1 8.90329 7.78832 6.91055
0.8721 1 0.8721 10000.2 8.74852 7.63162 6.75603
0.8702 1 0.8702 10000.2 8.59716 7.48124 6.60762
0.8683 1 0.8683 10000.7 8.44282 7.33449 6.46215
0.8664 1 0.8664 10000.6 8.2827 7.18233 6.31187
0.8645 1 0.8645 10000.5 8.1312 7.03806 6.16918
0.8626 1 0.8626 10000.6 7.99249 6.90271 6.03574
0.8607 1 0.8607 10000.2 7.85912 6.77 5.90458
0.8588 1 0.8588 10001 7.71417 6.6295 5.76628
0.8569 1 0.8569 10000.3 7.57587 6.49281 5.63168
0.855 1 0.855 10006.3 7.44119 6.36415 5.50503
0.8531 1 0.8531 10000.3 7.3191 6.25396 5.39582
0.8512 1 0.8512 10000.3 7.20146 6.1441 5.287
0.8493 1 0.8493 10000.9 7.0872 6.03435 5.17917
0.8474 1 0.8474 10000.4 6.95689 5.91284 5.05987
0.8455 1 0.8455 10000.3 6.81799 5.78454 4.93379
0.8436 1 0.8436 10000.4 6.69839 5.67122 4.82269
0.8417 1 0.8417 10000.4 6.5625 5.54423 4.69794
0.8398 1 0.8398 10000.4 6.44129 5.4247 4.58066
0.8379 1 0.8379 10000 6.32676 5.31509 4.47331
0.836 1 0.836 10000.4 6.22505 5.21345 4.37394
0.8341 1 0.8341 10000.8 6.12305 5.12093 4.28272
0.8322 1 0.8322 10000.9 6.01992 5.02584 4.18976
0.8303 1 0.8303 10000.9 5.92235 4.93404 4.09982
0.8284 1 0.8284 10001 5.81093 4.83503 4.00273
0.8265 1 0.8265 10000.7 5.71004 4.74111 3.91067
0.8246 1 0.8246 10000 5.60801 4.64706 3.81889
0.8227 1 0.8227 10000.1 5.51947 4.56183 3.73531
0.8208 1 0.8208 10002.1 5.42297 4.47904 3.65415
0.8189 1 0.8189 10000.2 5.31551 4.37417 3.55163
0.817 1 0.817 10000.1 5.22259 4.28477 3.46455
0.8151 1 0.8151 10000.9 5.15245 4.21912 3.40058
0.8132 1 0.8132 10000.1 5.10506 4.1719 3.3548
0.8113 1 0.8113 10000.2 5.05894 4.12375 3.30841
0.8094 1 0.8094 10000.2 5.01069 4.07438 3.26112
0.8075 1 0.8075 10001.6 4.96339 4.02701 3.21539
0.8056 1 0.8056 10001.1 4.91703 3.98344 3.17309
0.8037 1 0.8037 10000.4 4.8724 3.93704 3.1284
0.8018 1 0.8018 10000.3 4.82208 3.88617 3.07989
0.7999 1 0.7999 10000.2 4.77195 3.83692 3.03301
0.798 1 0.798 10000.2 4.72696 3.79127 2.98946
0.7961 1 0.7961 10000.1 4.68235 3.74759 2.94751
0.7942 1 0.7942 10000.3 4.63692 3.70252 2.90412
0.7923 1 0.7923 10000.1 4.59182 3.65665 2.86048
0.7904 1 0.7904 10001.1 4.54444 3.60973 2.81535
0.7885 1 0.7885 10000 4.46973 3.55036 2.75838
0.7866 1 0.7866 10000.9 4.42018 3.49482 2.70523
0.7847 1 0.7847 10000.2 4.37627 3.44786 2.6607
0.7828 1 0.7828 10000.5 4.34775 3.413 2.62786
0.7809 1 0.7809 10000.1 4.31506 3.37899 2.59583
0.779 1 0.779 10001.2 4.28202 3.34598 2.5646
0.7771 1 0.7771 10000.4 4.25081 3.31383 2.534
0.7752 1 0.7752 10000.2 4.20614 3.26942 2.49202
0.7733 1 0.7733 10000.6 4.17703 3.23783 2.46198
0.7714 1 0.7714 10001.3 4.14882 3.20868 2.43475
0.7695 1 0.7695 10000.3 4.12448 3.1849 2.41171
0.7676 1 0.7676 10000.8 4.10441 3.15893 2.38745
0.7657 1 0.7657 10000.6 4.07697 3.13385 2.36334
0.7638 1 0.7638 10000.1 4.05283 3.10889 2.33947
0.7619 1 0.7619 10000.3 4.0281 3.08298 2.31514
0.76 1 0.76 10000.3 3.99708 3.05135 2.2859
0.7581 1 0.7581 10002.4 3.97027 3.02026 2.2571
0.7562 1 0.7562 10000.5 3.94641 2.99716 2.23555
0.7543 1 0.7543 10000.7 3.92486 2.974 2.21343
0.7524 1 0.7524 10000 3.90029 2.95034 2.19118
0.7505 1 0.7505 10000 3.87628 2.92469 2.16738
0.7486 1 0.7486 10000.6 3.85556 2.90111 2.14539
0.7467 1 0.7467 10000.2 3.82636 2.86851 2.11511
0.7448 1 0.7448 10000.4 3.79941 2.84292 2.09108
0.7429 1 0.7429 10001.4 3.76574 2.80728 2.05797
0.741 1 0.741 10000.9 3.74376 2.78623 2.03819
0.7391 1 0.7391 10000.1 3.71351 2.75856 2.01237
0.7372 1 0.7372 10001.6 3.6924 2.73341 1.98924
0.7353 1 0.7353 10000.2 3.67273 2.71266 1.96969
0.7334 1 0.7334 10000.4 3.61705 2.66614 1.92574
0.7315 1 0.7315 10000.3 3.58942 2.63277 1.89475
0.7296 1 0.7296 10000.7 3.56108 2.60511 1.86926
0.7277 1 0.7277 10000.2 3.54265 2.5829 1.84863
0.7258 1 0.7258 10000.5 3.52328 2.56349 1.83006
0.7239 1 0.7239 10000.8 3.5033 2.54297 1.81124
0.722 1 0.722 10001.6 3.47905 2.51801 1.78831
0.7201 1 0.7201 10000.8 3.44 2.48185 1.7548
0.7182 1 0.7182 10001.5 3.42161 2.4638 1.73782
0.7163 1 0.7163 10000 3.3938 2.43704 1.71354
0.7144 1 0.7144 10000.6 3.37457 2.41783 1.69592
0.7125 1 0.7125 10000.2 3.35057 2.39488 1.67544
0.7106 1 0.7106 10000.2 3.4381 2.42193 1.72001
0.7087 1 0.7087 10000.4 3.41659 2.39878 1.69909
0.7068 1 0.7068 10000.2 3.3931 2.37597 1.67863
0.7049 1 0.7049 10000.2 3.3738 2.35733 1.66211
0.703 1 0.703 10000.3 3.34883 2.33478 1.64193
0.7011 1 0.7011 10000.3 3.31015 2.30159 1.61144
0.6992 1 0.6992 10001.7 3.29386 2.28225 1.59418
0.6973 1 0.6973 10000.7 3.27596 2.26516 1.57831
0.6954 1 0.6954 10001.8 3.25882 2.24622 1.56143
0.6935 1 0.6935 10000.1 3.24435 2.22922 1.54608
0.6916 1 0.6916 10000.2 3.22499 2.2108 1.52913
0.6897 1 0.6897 10001.6 3.20885 2.19323 1.51347
0.6878 1 0.6878 10000.6 3.19091 2.17575 1.49747
0.6859 1 0.6859 10000.2 3.16638 2.15175 1.47618
0.684 1 0.684 10000.3 3.14753 2.13373 1.45978
0.6821 1 0.6821 10000.6 3.13206 2.11808 1.44599
0.6802 1 0.6802 10002.4 3.11435 2.10263 1.4315
0.6783 1 0.6783 10000.4 3.0931 2.0828 1.41395
0.6764 1 0.6764 10000.4 3.07377 2.06642 1.39913
0.6745 1 0.6745 10002.6 3.05943 2.05081 1.38492
0.6726 1 0.6726 10000.2 3.04327 2.03455 1.37027
0.6707 1 0.6707 10000.6 3.02575 2.01775 1.35532
0.6688 1 0.6688 10002.2 3.00917 2.00186 1.34096
0.6669 1 0.6669 10000.1 2.9942 1.98842 1.32863
0.665 1 0.665 10001.9 2.9826 1.97404 1.31545
0.6631 1 0.6631 10005.1 2.96882 1.95872 1.30159
0.6612 1 0.6612 10000.5 2.93647 1.93455 1.2792
0.6593 1 0.6593 10000.3 2.91643 1.9129 1.26025
0.6574 1 0.6574 10000 2.90036 1.89639 1.24539
0.6555 1 0.6555 10002.1 2.88633 1.8812 1.23258
0.6536 1 0.6536 10000.1 2.87276 1.86756 1.22049
0.6517 1 0.6517 10000.2 2.86078 1.85442 1.20855
0.6498 1 0.6498 10001.6 2.84503 1.83896 1.19529
0.6479 1 0.6479 10000.3 2.82921 1.82261 1.18142
0.646 1 0.646 10000.5 2.81442 1.80715 1.16781
0.6441 1 0.6441 10000.5 2.80143 1.79254 1.15535
0.6422 1 0.6422 10000 2.78679 1.77839 1.14293
0.6403 1 0.6403 10000.4 2.77346 1.76729 1.13247
0.6384 1 0.6384 10001.5 2.76073 1.75391 1.12064
0.6365 1 0.6365 10001.3 2.74792 1.74224 1.11024
0.6346 1 0.6346 10004.2 2.73601 1.73063 1.09983
0.6327 1 0.6327 10001.4 2.71576 1.71483 1.08569
0.6308 1 0.6308 10000.4 2.70296 1.69975 1.0726
0.6289 1 0.6289 10000.2 2.69042 1.68685 1.06114
0.627 1 0.627 10001.6 2.67509 1.67167 1.04805
0.6251 1 0.6251 10000.1 2.66446 1.66101 1.03826
0.6232 1 0.6232 10001.5 2.65345 1.64967 1.02835
0.6213 1 0.6213 10000.2 2.64158 1.63784 1.01822
0.6194 1 0.6194 10003.4 2.63043 1.62636 1.00829
0.6175 1 0.6175 10001.2 2.6081 1.60942 0.993052
0.6156 1 0.6156 10000.2 2.59278 1.59196 0.977991
0.6137 1 0.6137 10001.4 2.5858 1.58125 0.968666
0.6118 1 0.6118 10000.5 2.57342 1.56985 0.958755
0.6099 1 0.6099 10001.6 2.56186 1.55633 0.947406
0.608 1 0.608 10003.2 2.54932 1.54337 0.936702
0.6061 1 0.6061 10001.5 2.53776 1.5336 0.927973
0.6042 1 0.6042 10002.9 2.52202 1.51958 0.916735
0.6023 1 0.6023 10000.1 2.51279 1.50816 0.907038
0.6004 1 0.6004 10006.6 2.50299 1.49804 0.898181
0.5985 1 0.5985 10000.1 2.49591 1.49055 0.891081
0.5966 1 0.5966 10000.6 2.47902 1.4764 0.879442
0.5947 1 0.5947 10000.5 2.46856 1.46559 0.870422
0.5928 1 0.5928 10000.7 2.46124 1.4559 0.862187
0.5909 1 0.5909 10000 2.44393 1.44045 0.849449
0.589 1 0.589 10000.5 2.43515 1.43082 0.84148
0.5871 1 0.5871 10001.2 2.41682 1.41634 0.829298
0.5852 1 0.5852 10000.5 2.40727 1.40827 0.822081
0.5833 1 0.5833 10000.6 2.39656 1.39879 0.814391
0.5814 1 0.5814 10001.1 2.38699 1.39003 0.807058
0.5795 1 0.5795 10001.5 2.37479 1.37758 0.796756
0.5776 1 0.5776 10000.2 2.36773 1.36922 0.789886
0.5757 1 0.5757 10002.9 2.36037 1.36083 0.782844
0.5738 1 0.5738 10001.2 2.3285 1.33654 0.761605
0.5719 1 0.5719 10006.2 2.31518 1.32416 0.751358
0.57 1 0.57 10000.7 2.30699 1.31614 0.744494
0.5681 1 0.5681 10001.2 2.3001 1.30672 0.736978
0.5662 1 0.5662 10000.1 2.28231 1.29403 0.72641
0.5643 1 0.5643 10000.9 2.27082 1.28103 0.715391
0.5624 1 0.5624 10000.3 2.2632 1.27211 0.708228
0.5605 1 0.5605 10000.5 2.25574 1.2618 0.700586
0.5586 1 0.5586 10002.1 2.24854 1.25374 0.694343
0.5567 1 0.5567 10001.6 2.22669 1.23782 0.681472
0.5548 1 0.5548 10000.2 2.22111 1.23038 0.675621
0.5529 1 0.5529 10009.4 2.21128 1.21992 0.667674
0.551 1 0.551 10000.2 2.2059 1.2138 0.662354
0.5491 1 0.5491 10000.8 2.19835 1.20372 0.654702
0.5472 1 0.5472 10001.5 2.19228 1.19659 0.648977
0.5453 1 0.5453 10000.1 2.17727 1.18375 0.639018
0.5434 1 0.5434 10001.2 2.15767 1.167 0.62557
0.5415 1 0.5415 10000.7 2.15146 1.15934 0.619493
0.5396 1 0.5396 10001.1 2.14351 1.15265 0.614559
0.5377 1 0.5377 10000.4 2.1374 1.14496 0.60913
0.5358 1 0.5358 10000.4 2.12757 1.13373 0.600755
0.5339 1 0.5339 10003.2 2.11644 1.12178 0.591158
0.532 1 0.532 10000.7 2.11037 1.11693 0.587017
0.5301 1 0.5301 10002.6 2.10519 1.11105 0.582172
0.5282 1 0.5282 10000.5 2.09924 1.10393 0.576938
0.5263 1 0.5263 10000.1 2.09555 1.09743 0.572199
0.5244 1 0.5244 10000.1 2.09083 1.09106 0.567646
0.5225 1 0.5225 10001.2 2.07962 1.08065 0.559838
0.5206 1 0.5206 10003.2 2.0742 1.07306 0.554283
0.5187 1 0.5187 10003.8 2.06806 1.0663 0.549199
0.5168 1 0.5168 10005.8 2.06539 1.0612 0.545025
0.5149 1 0.5149 10000.2 2.05546 1.05217 0.538498
0.513 1 0.513 10000 2.04309 1.04105 0.53054
0.5111 1 0.5111 10000 2.03855 1.03538 0.526371
0.5092 1 0.5092 10001.3 2.03002 1.02644 0.520093
0.5073 1 0.5073 10000.5 2.01418 1.01228 0.509163
0.5054 1 0.5054 10004.6 2.00288 1.00238 0.502184
0.5035 1 0.5035 10001 1.99805 0.996527 0.497939
0.5016 1 0.5016 10001.1 1.99001 0.988928 0.492107
0.4997 1 0.4997 10000.7 1.98556 0.983974 0.488349
0.4978 1 0.4978 10000.7 2.01986 1.01912 0.508496
0.4959 1 0.4959 10000.9 2.01296 1.01182 0.503349
0.494 1 0.494 10000.7 2.00637 1.00593 0.498533
0.4921 1 0.4921 10004.6 2.00038 0.999324 0.493781
0.4902 1 0.4902 10000.9 1.9941 0.993395 0.489337
0.4883 1 0.4883 10000.5 1.98824 0.986692 0.484264
0.4864 1 0.4864 10000.9 1.97444 0.976483 0.476523
0.4845 1 0.4845 10000.2 1.95815 0.963012 0.466223
0.4826 1 0.4826 10007.5 1.94984 0.953735 0.459388
0.4807 1 0.4807 10003.5 1.94507 0.948472 0.45565
0.4788 1 0.4788 10002.9 1.93502 0.939372 0.44907
