lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10001 11.9373 11.5018 10.549
0.9481 1 0.9481 10000.1 11.6775 11.2371 10.2863
0.9462 1 0.9462 10001 11.4241 10.9694 10.0205
0.9443 1 0.9443 10001.4 11.1643 10.7073 9.76028
0.9424 1 0.9424 10000.8 10.926 10.4582 9.51315
0.9405 1 0.9405 10000.2 10.6547 10.2006 9.2575
0.9386 1 0.9386 10000.3 10.4157 9.94594 9.00475
0.9367 1 0.9367 10000.1 10.1692 9.69968 8.76045
0.9348 1 0.9348 10000.2 9.94587 9.454 8.51674
0.9329 1 0.9329 10000 9.74785 9.22766 8.29237
0.931 1 0.931 10000.2 9.54297 9.01903 8.08572
0.9291 1 0.9291 10000.4 9.3593 8.82998 7.89866
0.9272 1 0.9272 10000.4 9.17027 8.63671 7.7074
0.9253 1 0.9253 10000.1 8.98396 8.43338 7.50608
0.9234 1 0.9234 10000.1 8.82574 8.25988 7.3346
0.9215 1 0.9215 10001.5 8.69113 8.11271 7.18944
0.9196 1 0.9196 10000.2 8.55227 7.9732 7.05198
0.9177 1 0.9177 10000.2 8.3969 7.82078 6.90159
0.9158 1 0.9158 10000.3 8.26311 7.66548 6.74834
0.9139 1 0.9139 10000.9 8.13509 7.5282 6.61312
0.912 1 0.912 10000.9 7.99964 7.39337 6.48036
0.9101 1 0.9101 10000.4 7.87475 7.25768 6.34675
0.9082 1 0.9082 10001 7.76219 7.14222 6.23336
0.9063 1 0.9063 10003.5 7.65857 7.0281 6.12121
0.9044 1 0.9044 10000.7 7.56173 6.92286 6.0176
0.9025 1 0.9025 10000.6 7.46601 6.81775 5.91458
0.9006 1 0.9006 10000.3 7.37202 6.72307 5.8215
0.8987 1 0.8987 10000 7.28227 6.62686 5.72715
0.8968 1 0.8968 10000.4 7.18391 6.52952 5.63161
0.8949 1 0.8949 10000.2 7.09354 6.4316 5.53555
0.893 1 0.893 10000.5 7.0168 6.34777 5.45321
0.8911 1 0.8911 10000.4 6.93953 6.26482 5.37188
0.8892 1 0.8892 10000.9 6.86379 6.18153 5.2903
0.8873 1 0.8873 10000.5 6.78635 6.10055 5.21145
0.8854 1 0.8854 10000.1 6.71306 6.02102 5.13407
0.8835 1 0.8835 10003.7 6.65351 5.95138 5.06626
0.8816 1 0.8816 10000.5 6.59061 5.8879 5.0037
