lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10001.1 24.3435 23.292 22.3201
0.9481 1 0.9481 10000.1 23.3712 22.2787 21.3087
0.9462 1 0.9462 10000.1 22.4586 21.3539 20.3858
0.9443 1 0.9443 10001.1 21.5525 20.4694 19.5033
0.9424 1 0.9424 10000.2 20.7234 19.6436 18.6795
0.9405 1 0.9405 10001.6 19.9613 18.8841 17.9219
0.9386 1 0.9386 10000.8 19.213 18.1383 17.1781
0.9367 1 0.9367 10000 18.4493 17.4077 16.4494
0.9348 1 0.9348 10000 17.7266 16.7026 15.7464
0.9329 1 0.9329 10000.4 17.0622 16.0194 15.0652
0.931 1 0.931 10000 16.4153 15.3502 14.398
0.9291 1 0.9291 10000.8 15.7874 14.725 13.7748
0.9272 1 0.9272 10000.2 15.1792 14.1252 13.177
0.9253 1 0.9253 10000 14.588 13.5429 12.5968
0.9234 1 0.9234 10001 14.0298 12.9918 12.0477
0.9215 1 0.9215 10000.4 13.503 12.4703 11.5282
0.9196 1 0.9196 10000.9 12.9708 11.9541 11.0141
0.9177 1 0.9177 10000.1 12.5468 11.5386 10.6006
0.9158 1 0.9158 10000.2 12.1962 11.2057 10.2686
0.9139 1 0.9139 10001.5 11.8778 10.9058 9.96999
0.912 1 0.912 10000.2 11.5663 10.5958 9.66204
0.9101 1 0.9101 10000.6 11.2477 10.2858 9.35414
0.9082 1 0.9082 10000.7 10.9713 10.0058 9.07613
0.9063 1 0.9063 10000.4 10.698 9.7353 8.80775
0.9044 1 0.9044 10001.2 10.4562 9.48749 8.56203
0.9025 1 0.9025 10000.1 10.2693 9.29774 8.37406
0.9006 1 0.9006 10000.3 10.0867 9.11403 8.19209
0.8987 1 0.8987 10000.2 9.91002 8.93754 8.01721
0.8968 1 0.8968 10000.8 9.73303 8.76289 7.84459
0.8949 1 0.8949 10000.2 9.57483 8.60175 7.68472
0.893 1 0.893 10000.3 9.41145 8.43594 7.52097
0.8911 1 0.8911 10002 9.24064 8.26113 7.34822
0.8892 1 0.8892 10000.1 9.06263 8.09062 7.17982
0.8873 1 0.8873 10000.6 8.8812 7.91681 7.0081
0.8854 1 0.8854 10000.4 8.7199 7.7527 6.84609
0.8835 1 0.8835 10000 8.54439 7.58472 6.68023
0.8816 1 0.8816 10000.2 8.38264 7.41511 6.51275
0.8797 1 0.8797 10000.3 8.20777 7.25627 6.35604
0.8778 1 0.8778 10000.1 8.04839 7.0929 6.1948
