lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.6 15.4135 14.6159 13.6654
0.9481 1 0.9481 10000.3 14.9967 14.1809 13.2324
0.9462 1 0.9462 10001.9 14.5812 13.7576 12.8111
0.9443 1 0.9443 10000.1 14.2218 13.3938 12.4492
0.9424 1 0.9424 10000.1 13.8801 13.0449 12.1023
0.9405 1 0.9405 10000.6 13.5487 12.7132 11.7726
0.9386 1 0.9386 10001.1 13.216 12.3781 11.4395
0.9367 1 0.9367 10000 12.9038 12.0568 11.1202
0.9348 1 0.9348 10000.1 12.5859 11.743 10.8084
0.9329 1 0.9329 10000.8 12.281 11.4319 10.4993
0.931 1 0.931 10000.6 11.9825 11.128 10.1975
0.9291 1 0.9291 10001.1 11.7046 10.8536 9.92495
0.9272 1 0.9272 10000.6 11.436 10.5903 9.66309
0.9253 1 0.9253 10000.1 11.1876 10.3501 9.42404
0.9234 1 0.9234 10001.7 10.9296 10.0955 9.17153
0.9215 1 0.9215 10000.3 10.694 9.85533 8.93329
0.9196 1 0.9196 10002.2 10.4779 9.64172 8.72124
0.9177 1 0.9177 10000.5 10.2688 9.43656 8.51729
0.9158 1 0.9158 10000.3 10.055 9.22226 8.30506
0.9139 1 0.9139 10000.2 9.85654 9.02887 8.11268
0.912 1 0.912 10000.8 9.69309 8.85941 7.94472
0.9101 1 0.9101 10000.2 9.53503 8.70035 7.78705
0.9082 1 0.9082 10000 9.35463 8.52553 7.61431
0.9063 1 0.9063 10001.7 9.17607 8.34538 7.43623
0.9044 1 0.9044 10000.9 9.01418 8.17616 7.26911
0.9025 1 0.9025 10000.2 8.87265 8.0314 7.12626
0.9006 1 0.9006 10000.6 8.74017 7.89781 6.99476
0.8987 1 0.8987 10000.1 8.60024 7.75616 6.85521
0.8968 1 0.8968 10000.7 8.4745 7.62529 6.72644
0.8949 1 0.8949 10002.9 8.34391 7.49523 6.59847
0.893 1 0.893 10001 8.22401 7.37046 6.47585
0.8911 1 0.8911 10000.3 8.1113 7.25338 6.36078
0.8892 1 0.8892 10000.4 8.00662 7.14734 6.25633
0.8873 1 0.8873 10001.1 7.90349 7.03573 6.14675
