lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.1 15.7121 14.5896 13.6667
0.9481 1 0.9481 10000.2 15.2302 14.1166 13.1956
0.9462 1 0.9462 10001.1 14.7479 13.6603 12.7413
0.9443 1 0.9443 10000.3 14.3067 13.2257 12.3087
0.9424 1 0.9424 10000.8 13.9085 12.8236 11.9086
0.9405 1 0.9405 10000.2 13.5146 12.4354 11.5223
0.9386 1 0.9386 10000.4 13.1388 12.0603 11.1493
0.9367 1 0.9367 10000.3 12.7814 11.7089 10.7999
0.9348 1 0.9348 10000.2 12.4412 11.3751 10.4673
0.9329 1 0.9329 10000.2 12.1093 11.0507 10.145
0.931 1 0.931 10000.6 11.8003 10.7473 9.84331
0.9291 1 0.9291 10000.8 11.4796 10.4341 9.53212
0.9272 1 0.9272 10000.3 11.1679 10.136 9.23563
0.9253 1 0.9253 10000.2 10.9282 9.89555 8.99709
0.9234 1 0.9234 10001 10.6926 9.66216 8.76543
0.9215 1 0.9215 10000 10.4467 9.42427 8.52933
0.9196 1 0.9196 10001.1 10.195 9.17827 8.28538
0.9177 1 0.9177 10001 9.96658 8.95407 8.06291
0.9158 1 0.9158 10001.5 9.73952 8.74075 7.85042
0.9139 1 0.9139 10000.1 9.51871 8.53153 7.64276
0.912 1 0.912 10003.1 9.31014 8.32814 7.44093
0.9101 1 0.9101 10000.1 9.10269 8.12907 7.2436
0.9082 1 0.9082 10000 8.88245 7.9206 7.03721
0.9063 1 0.9063 10000.2 8.66054 7.70319 6.82189
0.9044 1 0.9044 10000 8.45338 7.501 6.62177
0.9025 1 0.9025 10000.8 8.27289 7.32798 6.44992
0.9006 1 0.9006 10001.2 8.10478 7.16133 6.28478
0.8987 1 0.8987 10000.1 7.93436 6.99558 6.12063
0.8968 1 0.8968 10000.7 7.794 6.85318 5.98033
0.8949 1 0.8949 10000.5 7.67199 6.73008 5.85925
0.893 1 0.893 10000.1 7.55272 6.61002 5.74131
0.8911 1 0.8911 10000.8 7.43192 6.48841 5.62182
0.8892 1 0.8892 10001 7.31936 6.37652 5.51149
0.8873 1 0.8873 10000.2 7.22034 6.27997 5.41679
0.8854 1 0.8854 10000.5 7.12453 6.17901 5.31796
0.8835 1 0.8835 10000.8 7.03519 6.08279 5.22388
0.8816 1 0.8816 10000.6 6.95412 5.99785 5.14092
0.8797 1 0.8797 10000.4 6.86966 5.91406 5.0589
