lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.8 19.0724 18.2167 17.2618
0.9481 1 0.9481 10000.8 18.2576 17.3994 16.4464
0.9462 1 0.9462 10000.2 17.5428 16.6543 15.7032
0.9443 1 0.9443 10000.4 16.8794 15.9805 15.0313
0.9424 1 0.9424 10000.2 16.3071 15.4041 14.4568
0.9405 1 0.9405 10001.3 15.7757 14.8798 13.9344
0.9386 1 0.9386 10000.1 15.2605 14.371 13.4275
0.9367 1 0.9367 10001.4 14.7257 13.8742 12.9327
0.9348 1 0.9348 10000.5 14.1872 13.3858 12.4462
0.9329 1 0.9329 10000.1 13.7138 12.9097 11.9721
0.931 1 0.931 10002.3 13.2599 12.456 11.5203
0.9291 1 0.9291 10001.3 12.8564 12.03 11.0963
0.9272 1 0.9272 10000 12.517 11.6665 10.7348
0.9253 1 0.9253 10000.8 12.195 11.3284 10.3986
0.9234 1 0.9234 10000 11.8423 10.9934 10.0657
0.9215 1 0.9215 10000 11.5352 10.6714 9.74565
0.9196 1 0.9196 10000.8 11.242 10.3751 9.45132
0.9177 1 0.9177 10001 10.9557 10.0951 9.17333
0.9158 1 0.9158 10000.1 10.6835 9.82791 8.90822
0.9139 1 0.9139 10000.9 10.4248 9.57511 8.65744
0.912 1 0.912 10000.2 10.1844 9.32661 8.41099
0.9101 1 0.9101 10000.3 9.95698 9.08782 8.17425
0.9082 1 0.9082 10000.2 9.73427 8.86409 7.95258
0.9063 1 0.9063 10000 9.5434 8.65157 7.74213
0.9044 1 0.9044 10000.2 9.34796 8.45794 7.55057
0.9025 1 0.9025 10000.3 9.16576 8.27136 7.36608
0.9006 1 0.9006 10002.1 8.97528 8.09389 7.19068
0.8987 1 0.8987 10000.6 8.78456 7.90234 7.00125
0.8968 1 0.8968 10000 8.62075 7.72256 6.82359
0.8949 1 0.8949 10000.8 8.47792 7.57952 6.68225
0.893 1 0.893 10001 8.32439 7.42532 6.52997
0.8911 1 0.8911 10002.9 8.16259 7.26986 6.37661
0.8892 1 0.8892 10000.1 8.02252 7.12445 6.23331
0.8873 1 0.8873 10000.6 7.88603 6.98672 6.09767
0.8854 1 0.8854 10002.5 7.75122 6.85194 5.9649
0.8835 1 0.8835 10000.9 7.62088 6.72482 5.83907
0.8816 1 0.8816 10000.2 7.49626 6.60238 5.71802
0.8797 1 0.8797 10000.6 7.3752 6.48622 5.60297
0.8778 1 0.8778 10001.2 7.264 6.37336 5.49146
0.8759 1 0.8759 10000.7 7.16161 6.26957 5.38944
0.874 1 0.874 10000.1 7.06094 6.17243 5.29383
0.8721 1 0.8721 10000.6 6.96143 6.07115 5.19471
0.8702 1 0.8702 10000.5 6.86814 5.979 5.10474
0.8683 1 0.8683 10001.1 8.61592 7.57246 6.68569
0.8664 1 0.8664 10000.4 8.4781 7.43224 6.54767
0.8645 1 0.8645 10001.1 8.35947 7.31067 6.42827
0.8626 1 0.8626 10002.4 8.24774 7.19881 6.31839
0.8607 1 0.8607 10000.3 8.15227 7.09878 6.21974
0.8588 1 0.8588 10000.6 8.05118 6.99115 6.11425
0.8569 1 0.8569 10000.4 7.95345 6.88773 6.01304
0.855 1 0.855 10000.1 7.85892 6.7929 5.91993
0.8531 1 0.8531 10000.2 7.7595 6.68757 5.81681
0.8512 1 0.8512 10000.2 7.66008 6.58427 5.71573
0.8493 1 0.8493 10000.6 7.56293 6.48367 5.61736
0.8474 1 0.8474 10000.5 7.47956 6.39582 5.53126
0.8455 1 0.8455 10002.2 7.39189 6.31056 5.44746
0.8436 1 0.8436 10001.4 7.30469 6.22662 5.36507
0.8417 1 0.8417 10002.4 7.21832 6.14133 5.28186
0.8398 1 0.8398 10000.9 7.13184 6.05911 5.20156
0.8379 1 0.8379 10000 7.03007 5.95904 5.10374
0.836 1 0.836 10000 6.93397 5.86808 5.01502
0.8341 1 0.8341 10000.2 6.82111 5.76535 4.91454
0.8322 1 0.8322 10000.3 6.73228 5.66637 4.81782
