lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.4 14.3696 13.6869 12.7497
0.9481 1 0.9481 10000.5 13.9923 13.2918 12.3566
0.9462 1 0.9462 10000.2 13.6268 12.9128 11.9796
0.9443 1 0.9443 10000.2 13.27 12.5455 11.6143
0.9424 1 0.9424 10000.8 12.928 12.1871 11.2578
0.9405 1 0.9405 10000.3 12.597 11.8463 10.9191
0.9386 1 0.9386 10001 12.2713 11.5246 10.5994
0.9367 1 0.9367 10000.1 11.9762 11.2249 10.3017
0.9348 1 0.9348 10000 11.7256 10.9659 10.0448
0.9329 1 0.9329 10001.2 11.5355 10.7697 9.85029
0.931 1 0.931 10000 11.3485 10.5761 9.65875
0.9291 1 0.9291 10000.4 11.1726 10.3918 9.47641
0.9272 1 0.9272 10000.2 11.0132 10.2278 9.31381
0.9253 1 0.9253 10002.4 10.8654 10.0647 9.15241
0.9234 1 0.9234 10004.4 10.7088 9.901 8.99073
0.9215 1 0.9215 10000.6 10.5651 9.74539 8.83711
0.9196 1 0.9196 10000.5 10.4114 9.58515 8.6789
0.9177 1 0.9177 10000 10.2709 9.43344 8.52923
0.9158 1 0.9158 10000.1 10.1334 9.28685 8.38469
0.9139 1 0.9139 10000.2 9.98661 9.13367 8.23356
0.912 1 0.912 10000.8 9.84273 8.982 8.08396
0.9101 1 0.9101 10000.7 9.69923 8.83836 7.9424
0.9082 1 0.9082 10000.8 9.55633 8.68486 7.79098
0.9063 1 0.9063 10000.8 9.43089 8.54947 7.65768
0.9044 1 0.9044 10000.3 9.31595 8.42417 7.53435
0.9025 1 0.9025 10001.7 9.1972 8.3017 7.41357
0.9006 1 0.9006 10000.4 9.07512 8.1723 7.28629
0.8987 1 0.8987 10000.2 8.96191 8.05692 7.17223
0.8968 1 0.8968 10000.1 8.8517 7.94268 7.05954
0.8949 1 0.8949 10000.2 8.73652 7.82207 6.94105
0.893 1 0.893 10000.5 8.62163 7.70083 6.82193
0.8911 1 0.8911 10000.5 8.51311 7.58914 6.71225
0.8892 1 0.8892 10001.1 8.41075 7.48362 6.60836
0.8873 1 0.8873 10001.6 8.30493 7.37941 6.50546
0.8854 1 0.8854 10000.5 8.20496 7.27576 6.40334
0.8835 1 0.8835 10000.6 8.10062 7.17347 6.3028
0.8816 1 0.8816 10000.3 7.99846 7.07172 6.20253
0.8797 1 0.8797 10000.7 7.90095 6.9713 6.10344
0.8778 1 0.8778 10000.5 7.80461 6.87238 6.00619
0.8759 1 0.8759 10000.1 7.70485 6.76874 5.90469
0.874 1 0.874 10001.1 7.59647 6.65649 5.79456
0.8721 1 0.8721 10000.5 7.46806 6.54257 5.6828
0.8702 1 0.8702 10000.1 7.31688 6.40308 5.54548
0.8683 1 0.8683 10000 7.79183 6.91964 6.03996
0.8664 1 0.8664 10000.4 7.68676 6.8128 5.93476
0.8645 1 0.8645 10000.5 7.58931 6.71253 5.83619
0.8626 1 0.8626 10001.1 7.4888 6.60814 5.73395
0.8607 1 0.8607 10001.2 7.37718 6.49717 5.62515
0.8588 1 0.8588 10000.2 7.23526 6.37386 5.50403
0.8569 1 0.8569 10001.1 7.06765 6.23487 5.36721
0.855 1 0.855 10001 6.91671 6.08106 5.2156
0.8531 1 0.8531 10000.5 6.77909 5.9318 5.06854
0.8512 1 0.8512 10000.4 6.66957 5.80195 4.94091
0.8493 1 0.8493 10000.1 6.57376 5.7003 4.84149
0.8474 1 0.8474 10000.2 6.48489 5.61106 4.75448
0.8455 1 0.8455 10000.4 6.403 5.52848 4.67385
0.8436 1 0.8436 10001.6 6.3267 5.44704 4.59441
0.8417 1 0.8417 10000.3 6.24981 5.37173 4.52049
0.8398 1 0.8398 10002.1 6.17236 5.29664 4.44688
0.8379 1 0.8379 10000.6 6.09754 5.22362 4.37529
0.836 1 0.836 10000.4 6.01234 5.14052 4.29445
0.8341 1 0.8341 10000.7 5.93184 5.05497 4.21113
0.8322 1 0.8322 10000.1 5.85927 4.97869 4.13707
0.8303 1 0.8303 10000.3 5.78012 4.89564 4.05629
0.8284 1 0.8284 10000.3 5.70392 4.81841 3.98134
0.8265 1 0.8265 10000.4 5.63175 4.74133 3.90648
0.8246 1 0.8246 10000 5.56294 4.6735 3.84077
0.8227 1 0.8227 10000.9 5.49778 4.60713 3.77628
0.8208 1 0.8208 10001.4 5.42364 4.53853 3.70926
0.8189 1 0.8189 10000 5.33454 4.45237 3.62543
0.817 1 0.817 10000 5.2389 4.36626 3.54163
0.8151 1 0.8151 10001.4 5.16253 4.28575 3.46343
0.8132 1 0.8132 10000.1 5.08467 4.2131 3.3931
0.8113 1 0.8113 10000.2 5.02662 4.15391 3.33594
0.8094 1 0.8094 10001.5 4.97513 4.10027 3.28435
0.8075 1 0.8075 10000.4 4.921 4.04426 3.23071
0.8056 1 0.8056 10000.6 4.87484 3.99665 3.18489
0.8037 1 0.8037 10000.4 4.82879 3.95501 3.14427
0.8018 1 0.8018 10000 4.76944 3.8983 3.08992
0.7999 1 0.7999 10000.8 4.71303 3.83866 3.03263
0.798 1 0.798 10000.1 4.664 3.78715 2.98351
0.7961 1 0.7961 10000.1 4.62893 3.74992 2.94788
0.7942 1 0.7942 10000.5 4.5698 3.69434 2.89467
0.7923 1 0.7923 10000.9 4.51881 3.64134 2.84405
0.7904 1 0.7904 10000.2 4.48206 3.60191 2.80675
0.7885 1 0.7885 10000.2 4.44254 3.563 2.77012
0.7866 1 0.7866 10001.2 4.3951 3.51239 2.7219
0.7847 1 0.7847 10000 4.36483 3.47876 2.69016
0.7828 1 0.7828 10000.2 4.33857 3.44918 2.6619
0.7809 1 0.7809 10002.1 4.29834 3.40917 2.62419
0.779 1 0.779 10000.7 4.24471 3.35555 2.57303
0.7771 1 0.7771 10000.5 4.20741 3.31485 2.53476
0.7752 1 0.7752 10000.2 4.17593 3.28221 2.5044
0.7733 1 0.7733 10000.1 4.14598 3.24897 2.47352
0.7714 1 0.7714 10000.4 4.12029 3.22152 2.44761
0.7695 1 0.7695 10000 4.0951 3.19399 2.42198
0.7676 1 0.7676 10001.5 4.06707 3.16428 2.39449
0.7657 1 0.7657 10000.7 4.03793 3.13372 2.36608
0.7638 1 0.7638 10000.1 4.01321 3.10823 2.34197
0.7619 1 0.7619 10000.5 3.98731 3.08124 2.31655
0.76 1 0.76 10001.8 3.96135 3.05702 2.29349
0.7581 1 0.7581 10000.6 3.93408 3.02942 2.2676
0.7562 1 0.7562 10000.6 3.8993 2.99303 2.23371
0.7543 1 0.7543 10000.9 3.86851 2.96145 2.20463
0.7524 1 0.7524 10000.3 3.83667 2.93063 2.17621
0.7505 1 0.7505 10000.5 3.81296 2.90256 2.15042
0.7486 1 0.7486 10000.3 3.79117 2.87931 2.1288
0.7467 1 0.7467 10000.4 3.7736 2.85807 2.10863
0.7448 1 0.7448 10000.6 3.74864 2.83305 2.0858
0.7429 1 0.7429 10001.1 3.72634 2.81048 2.06495
0.741 1 0.741 10000.6 3.70561 2.78729 2.04373
0.7391 1 0.7391 10000.4 3.68475 2.76346 2.02183
0.7372 1 0.7372 10000.2 3.66084 2.73911 1.99968
0.7353 1 0.7353 10001.5 3.63962 2.71439 1.97727
0.7334 1 0.7334 10001.4 3.62112 2.69462 1.95845
0.7315 1 0.7315 10000.8 3.6013 2.67231 1.93793
0.7296 1 0.7296 10001.2 3.58303 2.65218 1.91914
0.7277 1 0.7277 10000.9 3.56388 2.63185 1.90063
0.7258 1 0.7258 10000.4 3.54477 2.61205 1.88189
0.7239 1 0.7239 10001.8 3.52809 2.59303 1.86444
0.722 1 0.722 10001.8 3.51142 2.5748 1.84747
0.7201 1 0.7201 10000.6 3.49109 2.55427 1.82861
0.7182 1 0.7182 10002.6 3.47489 2.53488 1.81083
0.7163 1 0.7163 10000.5 3.45076 2.511 1.78951
0.7144 1 0.7144 10000.4 3.43371 2.4911 1.77091
0.7125 1 0.7125 10000.3 3.41405 2.4677 1.74989
0.7106 1 0.7106 10000.9 3.39763 2.44875 1.73302
0.7087 1 0.7087 10001.5 3.37248 2.42523 1.71163
0.7068 1 0.7068 10000.8 3.35497 2.40433 1.69307
0.7049 1 0.7049 10000.1 3.33823 2.38508 1.67575
0.703 1 0.703 10000.3 3.31997 2.36699 1.6592
0.7011 1 0.7011 10000.7 3.29853 2.34642 1.64069
0.6992 1 0.6992 10000.1 3.2831 2.32999 1.62554
0.6973 1 0.6973 10005.6 3.26552 2.31136 1.60921
0.6954 1 0.6954 10000.3 3.24915 2.2935 1.59338
0.6935 1 0.6935 10000.7 3.22425 2.26873 1.57099
0.6916 1 0.6916 10000 3.17701 2.23035 1.53537
0.6897 1 0.6897 10000.6 3.15901 2.20933 1.51621
0.6878 1 0.6878 10001.1 3.14186 2.18931 1.49849
0.6859 1 0.6859 10001 3.12436 2.17308 1.48367
0.684 1 0.684 10000.7 3.11039 2.15815 1.47008
0.6821 1 0.6821 10002.5 3.09572 2.14295 1.45654
0.6802 1 0.6802 10000.1 3.07991 2.12756 1.44271
0.6783 1 0.6783 10000.7 3.06377 2.11188 1.42846
0.6764 1 0.6764 10000 3.02424 2.07753 1.39693
0.6745 1 0.6745 10000 3.01138 2.06099 1.38205
0.6726 1 0.6726 10000.1 2.99618 2.04547 1.36814
0.6707 1 0.6707 10001.3 2.97648 2.02434 1.34965
0.6688 1 0.6688 10000.8 2.95648 2.00421 1.33205
0.6669 1 0.6669 10004.9 2.94303 1.99116 1.32009
0.665 1 0.665 10001.2 2.92954 1.97691 1.30713
0.6631 1 0.6631 10002.3 3.02185 2.02992 1.36352
0.6612 1 0.6612 10001.8 3.0101 2.01821 1.35253
0.6593 1 0.6593 10000.5 2.99736 2.00591 1.34136
0.6574 1 0.6574 10000.3 2.9791 1.98578 1.32377
0.6555 1 0.6555 10000.5 2.9683 1.97332 1.3129
0.6536 1 0.6536 10003.3 2.95215 1.9581 1.29976
0.6517 1 0.6517 10001.6 2.93803 1.94368 1.28664
0.6498 1 0.6498 10001.8 2.9229 1.92906 1.27413
0.6479 1 0.6479 10000.1 2.91352 1.91639 1.26288
0.646 1 0.646 10000 2.90073 1.90202 1.25073
0.6441 1 0.6441 10000.5 2.88851 1.88899 1.23935
0.6422 1 0.6422 10000.5 2.87299 1.87481 1.22645
0.6403 1 0.6403 10004.7 2.86286 1.86255 1.21583
0.6384 1 0.6384 10000.6 2.84967 1.84903 1.20426
0.6365 1 0.6365 10000.9 2.84085 1.83725 1.19416
0.6346 1 0.6346 10000.1 2.82834 1.82543 1.1837
0.6327 1 0.6327 10000.5 2.81138 1.80865 1.16926
0.6308 1 0.6308 10000.7 2.79746 1.79388 1.15709
0.6289 1 0.6289 10000.9 2.78814 1.7837 1.14796
0.627 1 0.627 10000.8 2.77751 1.77316 1.13847
0.6251 1 0.6251 10000.5 2.76501 1.75825 1.12596
0.6232 1 0.6232 10000.7 2.7536 1.74759 1.11686
0.6213 1 0.6213 10000.5 2.74143 1.73312 1.10415
0.6194 1 0.6194 10000.7 2.73096 1.72196 1.0943
0.6175 1 0.6175 10000.6 2.72088 1.71141 1.08485
0.6156 1 0.6156 10001.7 2.71171 1.70076 1.07577
0.6137 1 0.6137 10002.3 2.69828 1.68629 1.06382
0.6118 1 0.6118 10000.5 2.68315 1.67176 1.05156
0.6099 1 0.6099 10002.6 2.66932 1.65482 1.03727
0.608 1 0.608 10000.4 2.6507 1.63952 1.02401
0.6061 1 0.6061 10000.5 2.64292 1.62717 1.01349
0.6042 1 0.6042 10000 2.63426 1.61745 1.0053
0.6023 1 0.6023 10000.1 2.62662 1.60839 0.997264
0.6004 1 0.6004 10003.2 2.61673 1.5944 0.985565
0.5985 1 0.5985 10000.8 2.60705 1.58366 0.976887
0.5966 1 0.5966 10000.1 2.58835 1.56775 0.963149
0.5947 1 0.5947 10000.4 2.58018 1.55914 0.955672
0.5928 1 0.5928 10000 2.56785 1.54804 0.946793
0.5909 1 0.5909 10000.2 2.55131 1.5311 0.932575
0.589 1 0.589 10000.3 2.53734 1.51881 0.922219
0.5871 1 0.5871 10001.2 2.51941 1.50058 0.906879
0.5852 1 0.5852 10001.1 2.50508 1.48709 0.896219
0.5833 1 0.5833 10001.1 2.49667 1.47762 0.888493
0.5814 1 0.5814 10000.5 2.48329 1.46601 0.878864
0.5795 1 0.5795 10000.2 2.46913 1.44959 0.865242
0.5776 1 0.5776 10000.1 2.45802 1.43869 0.856237
0.5757 1 0.5757 10000.8 2.4508 1.42773 0.847751
0.5738 1 0.5738 10000.6 2.44535 1.41772 0.839832
0.5719 1 0.5719 10002.3 2.42822 1.40225 0.827454
0.57 1 0.57 10000.6 2.41942 1.39205 0.819198
0.5681 1 0.5681 10001.6 2.4122 1.38486 0.812871
0.5662 1 0.5662 10000.3 2.4047 1.37593 0.805731
0.5643 1 0.5643 10002.3 2.39889 1.36778 0.799159
0.5624 1 0.5624 10000.1 2.39206 1.35891 0.792264
0.5605 1 0.5605 10001 2.38515 1.35201 0.786163
0.5586 1 0.5586 10000 2.37862 1.34322 0.77955
0.5567 1 0.5567 10000.4 2.36799 1.33264 0.771267
0.5548 1 0.5548 10000.1 2.36107 1.32478 0.764847
0.5529 1 0.5529 10002.5 2.35214 1.31685 0.758632
0.551 1 0.551 10000.3 2.34525 1.30884 0.752175
0.5491 1 0.5491 10005 2.3369 1.29867 0.744233
0.5472 1 0.5472 10002 2.31898 1.28283 0.730814
0.5453 1 0.5453 10001.5 2.30717 1.27198 0.722371
0.5434 1 0.5434 10005.9 2.30031 1.26443 0.716322
0.5415 1 0.5415 10000.5 2.28892 1.25436 0.708226
0.5396 1 0.5396 10001.8 2.28094 1.24513 0.701161
0.5377 1 0.5377 10000.5 2.27222 1.23512 0.693916
0.5358 1 0.5358 10000.6 2.26763 1.22672 0.687314
0.5339 1 0.5339 10000.2 2.26458 1.219 0.681303
0.532 1 0.532 10000.3 2.25726 1.2091 0.673406
0.5301 1 0.5301 10000.5 2.25004 1.19967 0.665872
0.5282 1 0.5282 10006.2 2.23977 1.19082 0.658862
0.5263 1 0.5263 10002.5 2.22566 1.18118 0.651014
0.5244 1 0.5244 10000.1 2.21946 1.17112 0.64337
0.5225 1 0.5225 10000.4 2.21413 1.16459 0.638345
0.5206 1 0.5206 10003.8 2.20364 1.15537 0.631233
0.5187 1 0.5187 10000 2.19374 1.14764 0.624746
0.5168 1 0.5168 10002.8 2.18723 1.13967 0.618575
0.5149 1 0.5149 10003.1 2.18232 1.13314 0.613636
0.513 1 0.513 10000.2 2.17329 1.12439 0.606924
0.5111 1 0.5111 10001.3 2.16743 1.11695 0.601106
0.5092 1 0.5092 10000 2.14587 1.10606 0.592438
0.5073 1 0.5073 10002 2.1133 1.07947 0.568903
0.5054 1 0.5054 10000.2 2.10574 1.07239 0.563862
0.5035 1 0.5035 10002.8 2.09449 1.06098 0.555235
0.5016 1 0.5016 10000.8 2.08852 1.05483 0.550599
0.4997 1 0.4997 10000.1 2.08347 1.04923 0.5461
0.4978 1 0.4978 10000.4 2.07607 1.04214 0.5411
0.4959 1 0.4959 10000.2 2.07082 1.03601 0.536415
0.494 1 0.494 10000.1 2.06608 1.02951 0.531891
