lambda mu traffic_load total_time waiting_by_job njob_avg nq_avg
0.95 1 0.95 10000.4 41.3637 39.5806 38.6199
0.9481 1 0.9481 10000.2 39.7804 37.9827 37.024
0.9462 1 0.9462 10000.1 38.2429 36.4287 35.472
0.9443 1 0.9443 10000.5 36.7206 34.9082 33.9534
0.9424 1 0.9424 10000.1 35.2538 33.4446 32.4918
0.9405 1 0.9405 10000.4 33.8054 31.9801 31.0293
0.9386 1 0.9386 10001.6 32.3722 30.5679 29.619
0.9367 1 0.9367 10000.6 31.0042 29.2354 28.2885
0.9348 1 0.9348 10001.1 29.7264 27.9748 27.03
0.9329 1 0.9329 10001.7 28.4626 26.7202 25.7774
0.931 1 0.931 10001 27.2035 25.4765 24.5357
0.9291 1 0.9291 10001.4 25.9509 24.2528 23.3141
0.9272 1 0.9272 10000.6 24.7105 23.0567 22.1198
0.9253 1 0.9253 10000.5 23.4975 21.8894 20.9542
0.9234 1 0.9234 10000.2 22.3377 20.7685 19.8349
0.9215 1 0.9215 10000.6 21.1627 19.649 18.7174
0.9196 1 0.9196 10000.1 20.0435 18.5823 17.6523
0.9177 1 0.9177 10000 18.9436 17.5228 16.5941
0.9158 1 0.9158 10000.7 17.851 16.4663 15.5397
0.9139 1 0.9139 10000.9 16.8745 15.5283 14.6032
0.912 1 0.912 10000.5 15.9092 14.6091 13.6856
0.9101 1 0.9101 10000.1 15.1773 13.9148 12.9928
0.9082 1 0.9082 10001.1 14.5666 13.3335 12.413
0.9063 1 0.9063 10000 14.0488 12.8307 11.9123
0.9044 1 0.9044 10000.3 8.18186 7.36056 6.46486
0.9025 1 0.9025 10000.6 8.03465 7.20418 6.31056
0.9006 1 0.9006 10000.2 7.89313 7.06204 6.17052
0.8987 1 0.8987 10001.2 7.76017 6.92786 6.03843
0.8968 1 0.8968 10000.6 7.6468 6.80746 5.92015
0.8949 1 0.8949 10000.6 7.54483 6.70252 5.81709
0.893 1 0.893 10001 7.44321 6.60294 5.71849
0.8911 1 0.8911 10000.1 7.34754 6.50689 5.62396
0.8892 1 0.8892 10000.5 7.26129 6.41214 5.53072
0.8873 1 0.8873 10000.5 7.16953 6.32039 5.44062
0.8854 1 0.8854 10000 7.08147 6.22742 5.34961
0.8835 1 0.8835 10000.5 6.99377 6.13803 5.2617
0.8816 1 0.8816 10001.9 6.9039 6.04873 5.17371
0.8797 1 0.8797 10000.4 6.81866 5.96706 5.09276
0.8778 1 0.8778 10000.6 6.73441 5.88197 5.00961
0.8759 1 0.8759 10000.9 6.65053 5.80001 4.92895
0.874 1 0.874 10000.3 6.56033 5.71252 4.84363
0.8721 1 0.8721 10000 6.47695 5.62862 4.76123
0.8702 1 0.8702 10000.1 6.39748 5.5475 4.68221
0.8683 1 0.8683 10000.4 6.32392 5.47348 4.6094
0.8664 1 0.8664 10000 6.25161 5.39832 4.53603
0.8645 1 0.8645 10000.2 6.18289 5.32373 4.46336
0.8626 1 0.8626 10001.7 6.10713 5.25156 4.39243
0.8607 1 0.8607 10000.6 6.03424 5.1752 4.31819
0.8588 1 0.8588 10001.1 5.96343 5.10555 4.25019
0.8569 1 0.8569 10000.3 5.89683 5.03514 4.18174
0.855 1 0.855 10001 5.83769 4.97381 4.12178
0.8531 1 0.8531 10000.8 5.77154 4.90687 4.05676
0.8512 1 0.8512 10000.6 5.70163 4.83694 3.98904
0.8493 1 0.8493 10000.5 5.64067 4.77353 3.92785
0.8474 1 0.8474 10000.9 5.58154 4.71011 3.86665
0.8455 1 0.8455 10002 5.52715 4.65424 3.81301
0.8436 1 0.8436 10000 5.47982 4.60696 3.76742
0.8417 1 0.8417 10001.1 5.42268 4.55105 3.71372
0.8398 1 0.8398 10000.1 5.36326 4.49105 3.65598
0.8379 1 0.8379 10000.5 5.31035 4.43555 3.60272
0.836 1 0.836 10000.1 5.23906 4.36987 3.53931
0.8341 1 0.8341 10000 5.18453 4.30772 3.47943
0.8322 1 0.8322 10000.7 5.13983 4.2611 3.43472
0.8303 1 0.8303 10001.3 5.09107 4.21015 3.38604
0.8284 1 0.8284 10000.3 5.05418 4.16875 3.34634
0.8265 1 0.8265 10000.1 5.01921 4.12878 3.30838
0.8246 1 0.8246 10000.1 4.98319 4.08957 3.27117
0.8227 1 0.8227 10000.7 4.93956 4.04373 3.22762
0.8208 1 0.8208 10000.2 4.90318 4.00622 3.19212
0.8189 1 0.8189 10001.3 4.86621 3.9641 3.15227
0.817 1 0.817 10000.2 4.83305 3.92822 3.11783
0.8151 1 0.8151 10000.1 4.80017 3.89251 3.08402
