time njob nq
0 1 0
0.0566837 2 1
0.368148 3 2
0.487707 2 1
1.8168 1 0
1.84729 0 0
4.49894 1 0
6.25417 2 1
6.933 1 0
8.16298 2 1
8.35139 1 0
8.42601 0 0
9.218 1 0
9.5219 0 0
10.6963 1 0
10.9157 2 1
10.9537 3 2
11.376 2 1
11.6144 3 2
12.0076 2 1
12.1834 3 2
12.2627 2 1
12.5854 1 0
13.2815 0 0
13.5209 1 0
13.5685 0 0
14.3902 1 0
15.8227 2 1
16.5885 1 0
16.7553 2 1
17.7427 1 0
18.8819 2 1
19.1753 1 0
20.2357 0 0
20.4782 1 0
20.6925 0 0
20.8772 1 0
21.2344 2 1
21.4037 3 2
22.3501 2 1
23.6791 3 2
24.3638 2 1
24.4979 1 0
24.5905 0 0
27.4495 1 0
27.5053 2 1
28.4172 3 2
29.5382 4 3
30.615 5 4
30.6723 6 5
30.8123 5 4
30.9769 6 5
31.5143 5 4
32.4884 6 5
33.7264 5 4
33.9868 6 5
34.6706 5 4
34.8996 4 3
35.1221 5 4
35.3746 6 5
35.9644 5 4
36.7646 6 5
37.4028 5 4
37.4196 4 3
37.5942 3 2
37.9349 4 3
38.1729 5 4
38.6914 4 3
39.632 3 2
39.7202 4 3
41.2108 3 2
41.6324 2 1
41.8567 1 0
42.8749 2 1
44.1153 1 0
44.2792 2 1
44.913 1 0
45.0065 0 0
46.6596 1 0
46.7251 0 0
47.4651 1 0
47.5694 0 0
47.9984 1 0
48.1108 2 1
49.4782 1 0
49.9991 0 0
50.6755 1 0
50.6999 2 1
50.9328 3 2
50.9572 4 3
52.9533 3 2
52.9597 2 1
53.1999 3 2
53.5897 2 1
54.3072 3 2
54.7125 4 3
54.8047 5 4
54.8315 4 3
54.9357 5 4
55.1465 6 5
56.2624 5 4
57.2483 6 5
57.4641 7 6
58.3786 6 5
59.0027 7 6
59.272 8 7
59.4859 7 6
59.6131 8 7
60.0555 7 6
60.9098 6 5
61.4704 7 6
61.5993 6 5
62.2567 7 6
63.0222 8 7
63.3677 7 6
64.0568 6 5
64.6481 5 4
64.7304 4 3
64.7934 5 4
64.8085 4 3
65.8657 5 4
65.9276 4 3
67.2583 5 4
67.7578 6 5
67.7704 7 6
67.9808 6 5
68.0509 5 4
68.4678 6 5
68.4807 5 4
70.1454 4 3
71.7848 3 2
73.2891 4 3
73.4343 3 2
73.98 2 1
74.28 3 2
74.8587 4 3
76.5775 5 4
76.8711 4 3
77.825 3 2
77.9113 2 1
78.8595 3 2
79.1247 4 3
79.382 3 2
79.5462 4 3
79.7023 3 2
79.8778 4 3
79.967 5 4
80.2439 6 5
80.7728 7 6
80.8052 8 7
80.9481 9 8
81.07 10 9
81.8479 11 10
81.9878 10 9
82.1135 11 10
82.6737 12 11
82.7515 11 10
83.0025 12 11
83.1886 11 10
83.2082 10 9
83.4187 9 8
84.0357 10 9
85.0504 11 10
85.1244 12 11
85.5861 13 12
86.5201 12 11
86.7264 13 12
86.7937 12 11
86.9577 11 10
87.7137 10 9
88.3259 9 8
88.4491 8 7
91.0453 9 8
92.0728 10 9
