time njob nq
0 1 0
0.0597018 0 0
0.112835 1 0
0.113751 0 0
2.98506 1 0
5.3954 0 0
5.67653 1 0
5.67817 0 0
8.36977 1 0
9.16725 2 1
11.2798 1 0
11.2986 2 1
11.2989 3 2
11.3529 2 1
12.7681 1 0
12.9947 2 1
13.6124 3 2
14.699 4 3
14.7079 5 4
15.2302 6 5
15.3335 7 6
15.3703 8 7
15.9665 9 8
16.0962 8 7
18.4604 7 6
19.1681 6 5
19.213 7 6
20.0677 8 7
20.7947 7 6
21.1335 6 5
22.368 5 4
22.856 4 3
22.9207 3 2
23.0443 2 1
23.4106 3 2
23.9162 4 3
25.0753 3 2
25.341 2 1
25.7767 1 0
26.6708 0 0
34.3389 1 0
35.2775 0 0
39.2837 1 0
40.5167 0 0
44.2311 1 0
44.8311 0 0
45.8765 1 0
46.1231 0 0
47.2643 1 0
47.4896 0 0
54.7834 1 0
54.8175 2 1
55.8762 1 0
56.2468 2 1
56.8364 1 0
57.3344 2 1
57.7995 1 0
58.9527 0 0
61.4701 1 0
62.3396 0 0
67.8255 1 0
68.5167 0 0
73.3345 1 0
74.3427 2 1
74.3662 1 0
75.2961 2 1
75.4493 3 2
77.3098 2 1
77.7734 1 0
78.2991 0 0
79.0671 1 0
79.9454 2 1
81.1682 1 0
81.3912 0 0
82.1407 1 0
82.9793 0 0
83.3878 1 0
85.015 2 1
87.1016 1 0
87.3838 2 1
87.804 1 0
88.1151 2 1
89.4648 1 0
91.3365 2 1
91.5909 1 0
91.7802 0 0
92.2452 1 0
93.056 0 0
100.221 1 0
100.953 0 0
104.857 1 0
104.997 0 0
105.216 1 0
106.484 0 0
107.343 1 0
107.907 2 1
108.097 1 0
108.129 0 0
112.029 1 0
112.645 2 1
112.842 1 0
114.795 0 0
115.67 1 0
116.165 0 0
124.132 1 0
126.417 2 1
126.73 3 2
127.247 4 3
127.966 5 4
128.057 4 3
128.753 3 2
129.466 2 1
129.866 3 2
132.072 4 3
132.235 3 2
132.544 2 1
133.178 1 0
133.537 2 1
134.772 1 0
135.57 0 0
137.56 1 0
139.036 0 0
139.613 1 0
140.434 0 0
143.119 1 0
144.513 2 1
145.87 3 2
146.08 2 1
146.453 1 0
147.057 0 0
151.44 1 0
151.762 0 0
158.54 1 0
159.386 2 1
159.398 1 0
159.761 2 1
160.096 1 0
161.704 2 1
161.731 1 0
162.404 2 1
162.957 1 0
163.353 0 0
166.304 1 0
166.949 0 0
167.15 1 0
168.345 0 0
169.783 1 0
169.876 0 0
178.332 1 0
180.748 2 1
180.767 1 0
181.767 2 1
183.033 1 0
183.933 0 0
185.993 1 0
186.086 2 1
187.333 1 0
188.041 0 0
188.428 1 0
188.889 0 0
191.963 1 0
192.112 0 0
192.475 1 0
192.918 0 0
193.067 1 0
193.823 0 0
197.056 1 0
197.618 0 0
199.794 1 0
199.926 0 0
201.574 1 0
201.992 2 1
202.86 1 0
203.229 2 1
204.368 3 2
204.441 2 1
206.985 1 0
208.744 0 0
211.773 1 0
213.122 0 0
213.425 1 0
213.459 0 0
215.577 1 0
216.897 0 0
219.406 1 0
220.72 0 0
226.642 1 0
228.628 2 1
228.745 1 0
229.224 2 1
230.407 1 0
232.482 2 1
233.03 1 0
233.959 0 0
236.213 1 0
236.824 2 1
238.307 3 2
238.494 4 3
238.655 5 4
240.018 4 3
240.333 5 4
240.556 6 5
241.551 5 4
241.818 4 3
245.317 5 4
245.627 4 3
246.06 5 4
246.203 4 3
246.668 3 2
249.215 2 1
251.811 3 2
251.852 4 3
251.975 5 4
252.809 4 3
254.279 3 2
255.657 4 3
255.754 3 2
255.797 2 1
256.54 1 0
257.307 0 0
264.037 1 0
264.489 0 0
265.086 1 0
265.142 0 0
267.147 1 0
267.643 2 1
268.82 3 2
270.27 4 3
270.584 3 2
271.639 2 1
272.318 1 0
273.227 2 1
274.015 3 2
274.022 2 1
274.027 1 0
274.107 0 0
274.156 1 0
275.11 0 0
282.265 1 0
285.646 0 0
286.722 1 0
286.765 0 0
291.411 1 0
292.148 2 1
293.427 1 0
294.899 2 1
295.18 1 0
296.23 0 0
299.065 1 0
301.026 2 1
301.424 1 0
301.842 2 1
301.898 3 2
302.37 2 1
302.436 3 2
303.841 2 1
303.913 3 2
304.822 4 3
304.925 3 2
307.621 2 1
307.898 1 0
310.27 0 0
311.689 1 0
313.363 2 1
314.344 1 0
314.915 0 0
315.772 1 0
316.011 0 0
323.358 1 0
323.439 2 1
323.545 1 0
323.709 2 1
324.037 1 0
324.812 0 0
325.264 1 0
325.329 0 0
329.179 1 0
329.502 2 1
330.751 3 2
335.076 2 1
335.332 1 0
335.847 0 0
344.378 1 0
344.808 0 0
346.951 1 0
347.865 2 1
348.239 1 0
348.796 2 1
348.845 3 2
348.943 2 1
350.553 1 0
353.589 0 0
353.819 1 0
354.021 2 1
354.279 1 0
354.455 0 0
354.526 1 0
354.622 0 0
354.686 1 0
356.12 0 0
356.149 1 0
357.123 2 1
357.672 1 0
357.718 2 1
358.127 1 0
358.683 2 1
358.954 1 0
360.289 0 0
365.989 1 0
366.076 2 1
366.179 1 0
366.513 0 0
371.51 1 0
371.657 0 0
372.707 1 0
373.117 0 0
374.136 1 0
374.15 0 0
374.523 1 0
374.727 0 0
375.344 1 0
375.968 0 0
381.036 1 0
381.313 2 1
381.438 1 0
381.819 0 0
390.474 1 0
391.138 2 1
391.351 3 2
393.4 2 1
393.9 1 0
397.974 0 0
408.916 1 0
409.251 0 0
412.739 1 0
413.973 2 1
414.252 3 2
415.263 2 1
415.634 3 2
416.887 2 1
417.822 1 0
418.234 0 0
427.236 1 0
427.434 0 0
427.451 1 0
428.47 2 1
429.17 1 0
429.254 2 1
429.874 1 0
430.615 0 0
431.099 1 0
431.253 0 0
431.675 1 0
432.209 0 0
433.266 1 0
433.583 0 0
434.313 1 0
434.643 0 0
437.357 1 0
438.191 0 0
441.27 1 0
441.702 0 0
443.48 1 0
444.134 0 0
444.702 1 0
445.635 0 0
445.794 1 0
448.052 2 1
448.267 1 0
449.054 0 0
458.449 1 0
458.683 2 1
459.794 1 0
460.64 0 0
460.719 1 0
460.841 0 0
462.58 1 0
462.603 2 1
464.028 1 0
464.167 0 0
471.378 1 0
471.636 0 0
472.403 1 0
473.5 0 0
478.583 1 0
479.892 0 0
481.082 1 0
481.091 0 0
481.194 1 0
482.013 2 1
483.378 1 0
483.531 0 0
485.214 1 0
486.057 0 0
491.732 1 0
491.954 0 0
493.468 1 0
494.948 0 0
500.828 1 0
500.892 0 0
502.588 1 0
503.686 0 0
504.812 1 0
505.027 2 1
505.59 1 0
505.634 0 0
505.662 1 0
505.808 0 0
506.999 1 0
507.109 2 1
509.044 1 0
509.4 2 1
510.812 1 0
511.032 0 0
511.139 1 0
513.307 0 0
518.216 1 0
518.308 0 0
521.581 1 0
521.714 0 0
530.121 1 0
532.041 0 0
533.491 1 0
534.515 0 0
535.945 1 0
