time njob nq
0 1 0
0.0503995 2 1
0.327333 3 2
0.487707 2 1
1.8168 1 0
1.84729 0 0
4.00016 1 0
5.5608 2 1
6.43423 1 0
7.25799 2 1
7.85262 1 0
7.92724 0 0
8.19605 1 0
8.49995 0 0
9.51045 1 0
9.70552 2 1
9.73934 3 2
10.1902 2 1
10.3267 3 2
10.8218 2 1
10.8327 3 2
11.0769 2 1
11.3996 1 0
12.0219 2 1
12.0957 1 0
12.1433 0 0
12.7948 1 0
14.0685 2 1
14.8977 3 2
14.9931 2 1
16.1474 1 0
16.7885 2 1
17.58 1 0
18.2079 2 1
18.5626 3 2
18.6403 2 1
18.8546 1 0
18.8803 2 1
19.0308 3 2
20.3275 2 1
21.054 3 2
22.3413 2 1
22.4754 1 0
22.568 0 0
24.4063 1 0
24.4559 2 1
25.2667 3 2
26.2634 4 3
27.2209 5 4
27.2718 6 5
27.5426 7 6
27.7691 6 5
28.4711 5 4
28.8866 6 5
30.2188 7 6
30.6832 6 5
31.2283 7 6
31.4528 8 7
31.6274 7 6
31.8564 6 5
32.6887 7 6
32.9212 6 5
33.7292 7 6
33.9409 8 7
34.3596 7 6
34.3764 6 5
34.551 5 4
35.3166 6 5
35.6482 5 4
36.5888 4 3
38.1216 5 4
38.1677 4 3
38.5893 3 2
38.8135 2 1
39.3702 3 2
41.0721 2 1
41.4867 3 2
41.8698 2 1
41.9634 1 0
42.0288 0 0
42.2029 1 0
42.3072 0 0
42.677 1 0
42.777 2 1
44.1569 1 0
44.6778 0 0
45.0574 1 0
45.079 2 1
45.2861 3 2
45.3079 4 3
47.3019 5 4
47.3351 4 3
47.3416 3 2
47.9716 2 1
48.2864 3 2
48.6468 4 3
48.7288 5 4
48.8453 6 5
49.0327 7 6
49.2134 6 5
50.6442 5 4
50.9014 6 5
51.0934 7 6
52.4614 8 7
52.7008 9 8
52.7604 8 7
53.0041 9 8
53.8678 8 7
54.4374 7 6
54.6555 8 7
55.2917 7 6
55.3546 8 7
55.9812 7 6
56.0352 8 7
57.6101 9 8
57.7496 8 7
58.4387 7 6
58.5635 8 7
59.03 7 6
59.1122 6 5
59.1903 5 4
59.8017 6 5
60.2458 7 6
60.257 8 7
60.3095 7 6
60.8771 8 7
62.3627 7 6
62.4328 6 5
62.8625 5 4
64.5273 4 3
65.1639 5 4
66.045 6 5
66.1667 5 4
66.5595 6 5
67.8162 5 4
68.0878 6 5
68.3619 5 4
70.1168 6 5
70.3526 7 6
70.7274 8 7
71.0222 9 8
71.1015 10 9
71.253 9 8
71.3476 10 9
71.818 11 10
71.8467 12 11
71.9738 13 12
72.0822 14 13
72.2069 13 12
72.2932 12 11
72.7738 13 12
73.01 14 13
73.5081 15 14
73.7638 14 13
73.8004 15 14
74.0842 14 13
74.7191 15 14
75.6213 16 15
75.6871 17 16
76.0976 18 17
76.3697 17 16
77.1115 18 17
77.1334 17 16
77.5705 16 15
77.5901 15 14
77.8006 14 13
80.902 13 12
80.9516 14 13
81.1756 13 12
81.3396 12 11
81.8652 13 12
82.0956 12 11
82.3147 13 12
82.7078 12 11
82.831 11 10
85.6671 12 11
88.5096 11 10
90.5598 12 11
91.0155 11 10
91.7431 10 9
92.3269 11 10
92.8931 10 9
94.1632 9 8
95.0567 10 9
95.1645 9 8
95.3685 10 9
97.1631 11 10
97.3448 10 9
97.6657 11 10
99.7837 10 9
100.908 9 8
101.197 10 9
101.475 9 8
101.829 10 9
101.979 9 8
102.181 8 7
102.805 9 8
103.212 8 7
104.214 7 6
104.637 8 7
105.159 7 6
105.507 6 5
106.104 7 6
106.605 8 7
107.024 9 8
107.467 10 9
107.773 11 10
108.181 10 9
108.233 9 8
108.723 8 7
109.092 9 8
109.152 8 7
109.589 7 6
111.32 8 7
111.371 7 6
111.698 6 5
112.439 5 4
112.534 4 3
112.697 3 2
113.906 4 3
114.058 5 4
114.209 6 5
114.501 5 4
114.94 6 5
115.689 5 4
116.228 4 3
116.394 5 4
117.739 4 3
118.225 5 4
118.379 6 5
119.207 5 4
119.6 6 5
119.646 7 6
122.416 6 5
122.783 5 4
123.57 4 3
123.571 3 2
123.586 2 1
123.853 3 2
126.065 2 1
126.302 3 2
126.916 4 3
127.106 3 2
127.534 4 3
127.951 3 2
128.507 2 1
128.816 3 2
130.335 4 3
131.236 3 2
132.815 4 3
133.13 5 4
133.2 4 3
133.779 3 2
133.827 4 3
135.199 3 2
136.917 2 1
137.342 3 2
137.786 4 3
137.847 3 2
138.012 2 1
138.903 1 0
139.445 2 1
139.645 3 2
141.239 2 1
142.381 3 2
143.104 4 3
143.586 3 2
143.689 4 3
144.063 3 2
144.575 2 1
145.029 1 0
145.249 0 0
147.074 1 0
147.49 0 0
148.02 1 0
148.424 0 0
148.435 1 0
148.534 0 0
149.133 1 0
149.184 0 0
150.6 1 0
150.696 0 0
151.167 1 0
151.385 2 1
151.662 3 2
152.909 2 1
153.455 1 0
154.713 0 0
154.842 1 0
156.032 0 0
156.104 1 0
156.241 0 0
156.475 1 0
157.084 2 1
157.733 1 0
158.651 0 0
159.022 1 0
159.138 2 1
159.332 1 0
160.012 2 1
160.07 3 2
160.507 2 1
162.305 3 2
162.593 2 1
163.445 1 0
164.663 2 1
165.611 1 0
166.155 0 0
166.722 1 0
167.85 0 0
167.938 1 0
168.13 0 0
169.869 1 0
169.904 2 1
170.368 1 0
171.181 2 1
172.056 1 0
172.06 0 0
173.078 1 0
174.227 0 0
177.121 1 0
177.181 0 0
177.507 1 0
177.647 2 1
177.861 3 2
180.082 4 3
180.239 5 4
180.513 6 5
181.93 5 4
182.312 6 5
182.664 7 6
183.243 8 7
184.643 9 8
185.173 8 7
185.249 7 6
185.382 6 5
186.162 5 4
186.588 6 5
188.025 5 4
188.08 6 5
188.255 7 6
188.446 8 7
189.497 9 8
189.802 8 7
189.894 9 8
190.054 8 7
190.461 7 6
190.466 6 5
191.543 5 4
192.637 4 3
192.764 3 2
193.156 4 3
193.619 3 2
193.67 2 1
193.877 3 2
194.063 4 3
194.629 3 2
194.68 2 1
194.755 1 0
195.58 2 1
196.07 1 0
196.214 0 0
196.436 1 0
196.514 0 0
197.916 1 0
200.083 0 0
202.892 1 0
202.983 2 1
204.853 3 2
205.559 4 3
206.05 5 4
207.042 6 5
207.431 7 6
207.78 8 7
208.469 7 6
208.56 6 5
208.775 5 4
209.44 6 5
209.757 5 4
212.037 4 3
213.706 5 4
215.007 4 3
215.908 3 2
215.923 4 3
216.349 3 2
216.742 2 1
217.366 1 0
217.706 2 1
217.758 3 2
218.065 4 3
218.46 3 2
219.676 2 1
220.676 3 2
220.807 4 3
221.939 5 4
222.731 4 3
222.869 5 4
222.947 4 3
225.116 3 2
225.122 4 3
225.891 5 4
226.211 6 5
226.893 5 4
226.959 4 3
228.241 5 4
228.4 6 5
229.125 7 6
229.206 8 7
229.664 7 6
229.901 8 7
230.366 9 8
230.536 8 7
230.89 7 6
230.941 8 7
231.131 9 8
231.179 8 7
231.181 7 6
231.93 8 7
232.018 7 6
233.583 6 5
235.624 7 6
235.989 8 7
236.335 9 8
236.716 10 9
237.35 11 10
237.37 12 11
237.481 13 12
237.87 14 13
238.128 13 12
238.519 14 13
238.617 15 14
238.662 14 13
239.719 13 12
241.013 12 11
241.101 11 10
241.119 12 11
241.882 13 12
243.647 14 13
243.65 13 12
243.684 12 11
244.31 13 12
244.819 14 13
245.001 13 12
251.933 12 11
254.628 11 10
254.861 12 11
255.432 11 10
255.438 10 9
255.491 9 8
255.711 10 9
255.849 9 8
257.648 8 7
258.422 7 6
259.096 6 5
259.114 7 6
259.178 8 7
259.441 9 8
260.126 10 9
260.293 11 10
260.389 12 11
260.513 13 12
260.552 14 13
260.928 15 14
261.134 16 15
261.363 17 16
262.781 18 17
265.366 17 16
265.641 18 17
265.722 17 16
265.807 18 17
265.984 17 16
266.565 16 15
266.78 17 16
267.522 18 17
267.627 17 16
267.677 16 15
269.014 17 16
269.643 16 15
270.701 17 16
270.961 16 15
271.776 17 16
274.73 16 15
275.719 15 14
276.182 16 15
277.803 17 16
278.655 16 15
279.566 15 14
279.61 14 13
280.689 13 12
281.345 12 11
281.625 11 10
282.256 10 9
282.452 11 10
282.707 10 9
283.454 9 8
283.819 8 7
