time njob nq
0 1 0
0.0597018 0 0
0.090358 1 0
0.0912739 0 0
2.39043 1 0
4.54574 2 1
4.80076 1 0
4.80241 0 0
6.70249 1 0
7.34111 2 1
9.04789 3 2
9.04814 4 3
9.61249 3 2
9.68566 2 1
10.4061 3 2
10.9008 4 3
11.1008 3 2
11.7709 4 3
11.7781 5 4
12.1963 6 5
12.279 7 6
12.3084 8 7
12.7859 9 8
14.4289 8 7
15.3857 9 8
16.0702 10 9
16.7931 9 8
17.5008 8 7
18.7472 9 8
19.1274 8 7
19.152 9 8
19.4663 8 7
20.7007 7 6
21.1888 6 5
21.2534 5 4
21.377 4 3
23.408 3 2
23.6737 2 1
24.1094 1 0
25.0035 0 0
27.4985 1 0
28.4371 0 0
31.4583 1 0
32.6913 0 0
35.4202 1 0
36.0202 0 0
36.7378 1 0
36.9843 0 0
37.8491 1 0
38.0744 0 0
43.8703 1 0
43.8976 2 1
44.9631 1 0
45.0423 2 1
45.9132 3 2
45.9234 2 1
46.8865 1 0
48.0397 0 0
49.2251 1 0
50.0946 0 0
54.3145 1 0
55.0056 0 0
58.726 1 0
59.5334 2 1
59.7577 1 0
60.2969 2 1
60.4195 3 2
62.7014 2 1
63.165 1 0
63.3166 2 1
63.6906 1 0
64.02 2 1
65.778 3 2
65.7917 2 1
66.0147 1 0
66.7767 2 1
66.8534 1 0
68.0797 2 1
69.9767 3 2
70.5623 4 3
70.5672 3 2
71.2695 2 1
72.9303 1 0
73.142 2 1
73.8697 3 2
75.0565 2 1
75.2457 1 0
76.0564 0 0
80.2568 1 0
80.9888 0 0
83.9692 1 0
84.1088 0 0
84.2563 1 0
85.525 0 0
85.9599 1 0
86.4116 2 1
86.7142 1 0
86.7463 0 0
89.7127 1 0
90.2056 2 1
90.5253 1 0
92.4781 0 0
92.6282 1 0
93.1235 0 0
99.4046 1 0
101.234 2 1
101.485 3 2
101.899 4 3
102.475 5 4
103.329 4 3
103.996 5 4
104.025 4 3
104.738 3 2
105.763 4 3
106.936 5 4
107.508 4 3
107.817 3 2
108.45 2 1
110.045 1 0
110.158 2 1
110.843 1 0
111.802 2 1
112.319 1 0
113.139 0 0
114.609 1 0
115.726 2 1
116.812 3 2
117.57 2 1
117.943 1 0
118.547 0 0
121.273 1 0
121.595 0 0
126.958 1 0
127.635 2 1
127.816 1 0
127.936 2 1
128.515 1 0
129.492 2 1
130.053 3 2
130.15 2 1
131.375 1 0
131.771 0 0
133.175 1 0
133.82 0 0
133.853 1 0
135.049 0 0
135.962 1 0
136.055 0 0
142.808 1 0
144.743 2 1
145.242 1 0
145.558 2 1
147.509 1 0
148.409 0 0
148.942 1 0
149.017 2 1
150.282 1 0
150.893 2 1
150.99 1 0
151.451 0 0
153.724 1 0
153.872 0 0
154.133 1 0
154.576 0 0
154.608 1 0
155.363 0 0
157.801 1 0
158.364 0 0
159.995 1 0
160.126 0 0
161.42 1 0
161.755 2 1
162.706 1 0
162.745 2 1
163.657 3 2
164.287 2 1
166.831 1 0
168.589 0 0
169.588 1 0
170.91 2 1
170.937 1 0
170.971 0 0
172.633 1 0
173.954 0 0
175.7 1 0
177.013 0 0
181.494 1 0
183.085 2 1
183.562 3 2
183.598 2 1
185.259 1 0
186.171 2 1
187.882 1 0
188.811 0 0
189.158 1 0
189.648 2 1
190.836 3 2
190.986 4 3
191.114 5 4
192.458 6 5
192.636 7 6
192.964 6 5
194.496 5 4
194.763 4 3
196.449 5 4
197.044 6 5
198.573 5 4
199.149 4 3
199.614 3 2
201.649 4 3
201.682 5 4
201.781 6 5
202.161 5 4
204.729 6 5
205.754 5 4
207.224 4 3
208.7 3 2
208.743 2 1
209.485 1 0
210.253 0 0
211.44 1 0
211.892 0 0
212.28 1 0
212.336 0 0
213.931 1 0
214.328 2 1
215.27 3 2
216.432 4 3
217.367 3 2
218.423 2 1
218.799 3 2
219.102 2 1
219.43 3 2
219.543 4 3
220.806 3 2
220.811 2 1
220.891 1 0
221.844 0 0
226.037 1 0
229.418 0 0
229.606 1 0
229.649 0 0
233.361 1 0
233.951 2 1
235.377 1 0
236.154 2 1
237.13 1 0
238.18 0 0
239.491 1 0
241.061 2 1
241.714 3 2
241.759 4 3
241.849 3 2
242.19 4 3
242.795 3 2
243.373 4 3
244.1 5 4
244.266 4 3
245.35 3 2
248.046 2 1
248.323 1 0
249.6 2 1
250.695 1 0
250.94 2 1
252.869 3 2
253.349 2 1
253.92 1 0
254.16 0 0
258.944 1 0
259.009 2 1
259.131 1 0
259.225 2 1
259.623 1 0
260.398 0 0
260.47 1 0
260.536 0 0
263.605 1 0
263.864 2 1
264.865 3 2
269.503 2 1
269.759 1 0
270.274 0 0
275.777 1 0
276.207 0 0
277.838 1 0
278.569 2 1
279.125 1 0
279.315 2 1
279.354 3 2
279.83 2 1
281.439 1 0
283.337 2 1
283.499 3 2
283.903 4 3
284.032 5 4
284.475 4 3
284.935 3 2
285.111 2 1
285.203 3 2
285.207 2 1
285.983 3 2
286.46 4 3
286.641 3 2
287.232 4 3
288.164 3 2
288.619 2 1
289.447 1 0
290.781 0 0
293.083 1 0
293.152 2 1
293.273 1 0
293.606 0 0
297.504 1 0
297.651 0 0
298.462 1 0
298.873 0 0
299.607 1 0
299.621 0 0
299.917 1 0
300.121 0 0
300.574 1 0
301.198 0 0
305.132 1 0
305.354 2 1
305.534 1 0
305.915 0 0
312.69 1 0
313.222 2 1
313.393 3 2
315.616 2 1
316.116 1 0
320.191 0 0
327.459 1 0
327.793 0 0
330.52 1 0
331.508 2 1
331.732 3 2
332.838 4 3
333.044 3 2
334.668 2 1
335.603 1 0
336.016 0 0
342.129 1 0
342.301 2 1
342.327 1 0
343.117 2 1
343.745 3 2
344.047 2 1
344.75 1 0
345.223 2 1
345.491 1 0
345.645 0 0
345.684 1 0
346.218 0 0
346.958 1 0
347.275 0 0
347.796 1 0
348.127 0 0
350.234 1 0
351.068 0 0
353.367 1 0
353.799 0 0
355.137 1 0
355.791 0 0
356.116 1 0
356.99 2 1
357.049 1 0
358.799 2 1
359.522 1 0
360.308 0 0
367.125 1 0
367.312 2 1
368.469 1 0
368.942 2 1
369.315 1 0
369.438 0 0
370.433 1 0
370.451 2 1
371.881 1 0
372.02 0 0
377.478 1 0
377.736 0 0
378.299 1 0
379.396 0 0
383.247 1 0
384.557 0 0
385.249 1 0
385.258 0 0
385.339 1 0
385.995 2 1
387.523 1 0
387.676 0 0
388.558 1 0
389.401 0 0
393.777 1 0
393.999 0 0
395.167 1 0
396.648 0 0
401.061 1 0
401.125 0 0
402.471 1 0
403.569 0 0
404.252 1 0
404.424 2 1
404.933 3 2
405.03 2 1
405.073 1 0
405.219 0 0
406.003 1 0
406.091 2 1
407.926 3 2
408.048 2 1
409.318 3 2
409.817 2 1
410.036 1 0
412.204 0 0
414.986 1 0
415.078 0 0
417.68 1 0
417.813 0 0
424.519 1 0
426.439 0 0
427.218 1 0
