time njob nq
0 1 0
0.0647583 2 1
0.420591 3 2
0.487707 2 1
1.8168 1 0
1.84729 0 0
5.13981 1 0
7.14508 2 1
7.57388 1 0
8.99227 0 0
9.3258 1 0
9.40042 0 0
10.5311 1 0
10.835 0 0
12.22 1 0
12.4706 2 1
12.5141 3 2
12.8997 2 1
13.2688 3 2
13.5313 2 1
13.7864 1 0
13.919 2 1
14.1091 1 0
14.8052 0 0
15.447 1 0
15.4946 0 0
16.4401 1 0
18.0767 2 1
18.6383 1 0
19.1421 2 1
19.7926 1 0
21.2252 0 0
21.5716 1 0
22.632 0 0
23.3954 1 0
23.6096 0 0
23.8511 1 0
24.2592 2 1
24.4527 3 2
25.324 2 1
27.0522 3 2
27.3378 2 1
27.4719 1 0
27.5644 0 0
31.3596 1 0
31.4234 2 1
32.4652 3 2
33.7459 4 3
34.7224 3 2
34.9761 4 3
35.0416 5 4
35.3895 6 5
35.4244 5 4
37.1164 6 5
37.6365 5 4
38.5807 4 3
38.8098 3 2
38.8282 4 3
39.8746 3 2
40.1253 4 3
40.4137 5 4
41.313 4 3
41.3298 3 2
41.5044 2 1
42.0017 3 2
42.6016 2 1
43.3387 3 2
43.5422 2 1
43.6107 3 2
45.121 2 1
45.3784 3 2
45.5426 2 1
45.7669 1 0
48.0255 0 0
48.9824 1 0
49.7801 0 0
50.5868 1 0
50.6803 0 0
53.3063 1 0
53.3718 0 0
54.2265 1 0
54.3308 0 0
54.8357 1 0
54.9641 2 1
56.3156 1 0
56.8365 0 0
57.8942 1 0
57.9221 2 1
58.1881 3 2
58.2161 4 3
60.172 3 2
60.1785 2 1
60.7783 3 2
60.8084 2 1
62.0432 3 2
62.0503 2 1
62.5063 3 2
62.6116 4 3
62.7613 5 4
63.0022 6 5
63.4811 5 4
65.4033 6 5
65.5973 5 4
65.6499 6 5
66.7047 5 4
67.2743 4 3
67.4076 5 4
67.7153 6 5
68.105 7 6
68.1286 6 5
68.818 5 4
70.2269 6 5
70.5865 5 4
71.1252 6 5
71.2756 5 4
71.8669 4 3
71.9491 3 2
71.9997 4 3
72.0272 3 2
73.1464 2 1
74.0232 3 2
75.1995 2 1
75.2483 3 2
75.2697 2 1
75.6994 1 0
76.8392 2 1
77.3641 1 0
77.4099 2 1
77.4243 3 2
78.221 4 3
79.0035 3 2
80.653 2 1
81.1987 1 0
83.7291 2 1
84.0899 1 0
84.8612 2 1
85.0438 1 0
85.13 0 0
85.5223 1 0
86.993 0 0
87.486 1 0
87.8063 0 0
90.093 1 0
90.396 2 1
90.8776 3 2
91.2564 4 3
91.3583 5 4
91.6746 6 5
92.2789 7 6
92.3159 8 7
92.3786 7 6
92.4792 8 7
92.6185 9 8
93.1423 8 7
93.5071 9 8
93.5794 8 7
93.599 7 6
93.8094 6 5
93.8106 7 6
94.4506 8 7
94.8262 9 8
96.0066 10 9
96.9109 9 8
97.1659 10 9
97.1845 9 8
